time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"February 14 , 1966","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Petr Svoboda (born February 14, 1966) is a Czech former professional ice hockey defenceman who played 17 seasons in the National Hockey League (NHL) for the Montreal Canadiens, Buffalo Sabres, Philadelphia Flyers and Tampa Bay Lightning.",0,0,,5628008,1966-02-14,1966-02-14,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,He is currently the director of hockey operations for Lausanne HC.,0,1,,5628008,,,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"In 1984, Svoboda had participated in the world Under-18 ice hockey championships in then-West Germany as a part of the Czechoslovak team, and after playing one game, he defected to the West in order to play hockey at a higher professional level.",0,3,== Playing career ==,5628008,1984-01-01,1984-12-31,ML
That spring,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,"That spring, he was selected fifth overall in the 1984 NHL Entry Draft by the Montreal Canadiens.",1,3,== Playing career ==,5628008,,,ML
the 1984,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"That spring, he was selected fifth overall in the 1984 NHL Entry Draft by the Montreal Canadiens.",1,3,== Playing career ==,5628008,1984-01-01,1984-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"His career highlights include winning the Stanley Cup with the Canadiens in 1986, and participating with the Czech team in the 1998 Winter Olympics in Nagano, Japan, where he scored the only goal in the gold medal game against Russia.",2,3,== Playing career ==,5628008,1986-01-01,1986-12-31,ML
the 1998 Winter,DT CD NNP,PREFIX_REGEX_1 YEAR_REGEX_1 SEASON_REGEX,MODIFIER TIME TIME,time_reference,"His career highlights include winning the Stanley Cup with the Canadiens in 1986, and participating with the Czech team in the 1998 Winter Olympics in Nagano, Japan, where he scored the only goal in the gold medal game against Russia.",2,3,== Playing career ==,5628008,,,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,He retired from professional hockey in 2001 and then worked as a player agent.,3,3,== Playing career ==,5628008,2001-01-01,2001-12-31,ML
May 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In May 2020, he became co-owner and director of hockey operations for Lausanne HC in Switzerland.",4,3,== Playing career ==,5628008,2020-05-01,2020-05-31,ML
