time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
6 November 1909,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Trajko Prokopiev (Macedonian: Трајко Прокопиев; Kumanovo, Ottoman Empire, 6 November 1909 – Belgrade, Yugoslavia, 21 January 1979) was a Yugoslav Macedonian composer.",0,0,,46557277,1909-11-06,1909-11-06,ML
21 January 1979,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Trajko Prokopiev (Macedonian: Трајко Прокопиев; Kumanovo, Ottoman Empire, 6 November 1909 – Belgrade, Yugoslavia, 21 January 1979) was a Yugoslav Macedonian composer.",0,0,,46557277,1979-01-21,1979-01-21,ML
