time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
26 August 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Alan Frederick Parker (born 26 August 1944) is an English guitarist and composer.,0,0,,30861361,1944-08-26,1944-08-26,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Much of his session work has gone uncredited, but he has been named as the electric guitarist on Donovan's ""Hurdy Gurdy Man"", the Walker Brothers' ""No Regrets"", David Bowie's ""1984"", Mike Batt's ""The Ride to Agadir"" and the Top of the Pops theme music version of ""Whole Lotta Love"".",0,2,,30861361,1984-01-01,1984-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,"His film scores include Jaws 3-D (1983), American Gothic (1988), What's Eating Gilbert Grape (1993) and Alex Rider: Stormbreaker (2006).",3,2,,30861361,1983-01-01,1983-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"His film scores include Jaws 3-D (1983), American Gothic (1988), What's Eating Gilbert Grape (1993) and Alex Rider: Stormbreaker (2006).",3,2,,30861361,1988-01-01,1988-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"His film scores include Jaws 3-D (1983), American Gothic (1988), What's Eating Gilbert Grape (1993) and Alex Rider: Stormbreaker (2006).",3,2,,30861361,1993-01-01,1993-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"His film scores include Jaws 3-D (1983), American Gothic (1988), What's Eating Gilbert Grape (1993) and Alex Rider: Stormbreaker (2006).",3,2,,30861361,2006-01-01,2006-12-31,ML
March 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Parker is also known to have owned Jimi Hendrix's Epiphone acoustic guitar, which was given to him by Hendrix in March 1970.",0,3,,30861361,1970-03-01,1970-03-31,ML
the late 1960s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"He had a successful career as session guitarist starting in the late 1960s, and played with Blue Mink, The Congregation, CCS and Serge Gainsbourg.",1,1,,30861361,1969-01-01,1969-12-31,LLM
One Summer,CD NN,BASIC_NUMBER_REGEX_1 SEASON_REGEX,NUMERAL TIME,,"His television work includes Angels, Minder, One Summer, The Glory Boys, Dempsey and Makepeace, French Fields, Room at the Bottom, Red Fox, ITN's News At Ten, and the BBC series Walking with Cavemen and Coast.",2,2,,30861361,,,ML
