time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Diwali Festival (2007) at White House, Washington, DC",0,6,== Career ==,25218698,2007-01-01,2007-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"Yugantar Patrika AwardShe was awarded Padma Shri, the fourth highest civilian award of India, in 2015.",0,23,== Awards ==,25218698,2015-01-01,2015-12-31,ML
20 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Tripti Mukherjee and her commitment over the past 20 years to spreading India's rich culture and heritage in their purest forms throughout America.,0,4,== Career ==,25218698,2000-01-01,2020-12-31,LLM
