time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"February 18 , 1952","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Veronica ""Randy"" Crawford (born February 18, 1952) is an American jazz and R&B singer.",0,0,,1118125,1952-02-18,1952-02-18,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,"First, was in 1979 as a guest vocalist on The Crusaders's top 40 hit ""Street Life"".",3,0,,1118125,1979-01-01,1979-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"She has had five Top 20 hits in the UK, including her 1980 number 2 hit, ""One Day I'll Fly Away"", as well as six UK Top 10 albums.",5,0,,1118125,1980-01-01,1980-12-31,ML
the 1982,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Despite her American nationality, she won Best British Female Solo Artist in recognition of her popularity in the UK at the 1982 Brit Awards.",6,0,,1118125,1982-01-01,1982-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"""If You Say the Word"" in 1972.",1,3,== Career ==,1118125,1972-01-01,1972-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,"Adderley invited her to sing on his album, Big Man: The Legend Of John Henry (1975).",2,3,== Career ==,1118125,1975-01-01,1975-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,"She is also  one of the vocalists on Fred Wesley & The Horny Horns' A Blow For Me, A Toot To You (1977).",4,3,== Career ==,1118125,1977-01-01,1977-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,"In 1978, Crawford sang vocals on ""Hoping Love Will Last"", the opening song on side two of Please Don't Touch!, which was the second solo album by the former Genesis guitarist Steve Hackett.",5,3,== Career ==,1118125,1978-01-01,1978-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,"She led R&B veterans the Crusaders on the transatlantic hit ""Street Life"" (1979).",6,3,== Career ==,1118125,1979-01-01,1979-12-31,ML
the 1980,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Crawford was named the 'Most Outstanding Performer' at the 1980 Tokyo Music Festival.,9,3,== Career ==,1118125,1980-01-01,1980-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"Crawford also recorded the love theme (""People Alone"") for the film soundtrack of The Competition on MCA Records in 1980.",10,3,== Career ==,1118125,1980-01-01,1980-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"Her follow-up solo efforts included ""One Day I'll Fly Away"" (1980) and ""You Might Need Somebody"" (1981), which became soul standards, and a cover of the Tony Joe White song, popularised by Brook Benton, ""Rainy Night in Georgia"".",11,3,== Career ==,1118125,1980-01-01,1980-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Her follow-up solo efforts included ""One Day I'll Fly Away"" (1980) and ""You Might Need Somebody"" (1981), which became soul standards, and a cover of the Tony Joe White song, popularised by Brook Benton, ""Rainy Night in Georgia"".",11,3,== Career ==,1118125,1981-01-01,1981-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"The album, Secret Combination (1981) stayed on the UK Albums Chart for sixty weeks, after which her profile dipped, despite a return to the UK Top Ten with ""Almaz"" in 1986.",12,3,== Career ==,1118125,1981-01-01,1981-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"The album, Secret Combination (1981) stayed on the UK Albums Chart for sixty weeks, after which her profile dipped, despite a return to the UK Top Ten with ""Almaz"" in 1986.",12,3,== Career ==,1118125,1986-01-01,1986-12-31,ML
June 1981,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In June 1981, Crawford also released another hit, ""One Hello"", from the album Windsong.",13,3,== Career ==,1118125,1981-06-01,1981-06-30,ML
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She continued to record for Warner Bros through the 1990s, but was unable to score either a big R&B hit or major crossover success.",14,3,== Career ==,1118125,1990-01-01,1999-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Naked And True (1995) brought Crawford back to her roots: it included George Benson's ""Give Me the Night"", and confirmed her soul heritage by featuring Funkadelic members Bootsy Collins, Bernie Worrell and the Fred Wesley Horns.",15,3,== Career ==,1118125,1995-01-01,1995-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"She enjoyed her highest profile of the decade when rising starlet Shola Ama had a worldwide hit with her 1997 cover of ""You Might Need Somebody"".",16,3,== Career ==,1118125,1997-01-01,1997-12-31,ML
"July 24 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Crawford recorded a live session with Joe Sample on July 24, 2007, at Abbey Road Studios for Live from Abbey Road.",17,3,== Career ==,1118125,2007-07-24,2007-07-24,ML
October 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Randy Crawford was set to perform ""The Farewell South Africa"" tour in Cape Town and Pretoria in October 2018 but it was cancelled due to her suffering a stroke.",20,3,== Career ==,1118125,2018-10-01,2018-10-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,Everything Must Change (1976),0,5,== Discography ==,1118125,1976-01-01,1976-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,Miss Randy Crawford (1977),0,6,== Discography ==,1118125,1977-01-01,1977-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,Raw Silk (1979),0,7,== Discography ==,1118125,1979-01-01,1979-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,Now We May Begin (1980),0,8,== Discography ==,1118125,1980-01-01,1980-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,Secret Combination (1981),0,9,== Discography ==,1118125,1981-01-01,1981-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,Windsong (1982),0,10,== Discography ==,1118125,1982-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,Nightline (1983),0,11,== Discography ==,1118125,1983-01-01,1983-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,Abstract Emotions (1986),0,12,== Discography ==,1118125,1986-01-01,1986-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,Rich and Poor (1989),0,13,== Discography ==,1118125,1989-01-01,1989-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,Through the Eyes of Love (1992),0,14,== Discography ==,1118125,1992-01-01,1992-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,The Very Best of Randy Crawford (1993),0,15,== Discography ==,1118125,1993-01-01,1993-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,Don't Say It's Over (1993),0,16,== Discography ==,1118125,1993-01-01,1993-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,Naked and True (1995),0,17,== Discography ==,1118125,1995-01-01,1995-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,Live in Zagreb (1995),0,18,== Discography ==,1118125,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,Best of Randy Crawford (1996),0,19,== Discography ==,1118125,1996-01-01,1996-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"Every Kind of Mood: Randy, Randi, Randee (1997)",0,20,== Discography ==,1118125,1997-01-01,1997-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,Permanent (2000),0,21,== Discography ==,1118125,2000-01-01,2000-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,Play Mode (2001),0,22,== Discography ==,1118125,2001-01-01,2001-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,Feeling Good (2006),0,23,== Discography ==,1118125,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,No Regrets (2008),0,24,== Discography ==,1118125,2008-01-01,2008-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,1978 : Please Don't Touch!,0,26,== Collaboration ==,1118125,1978-01-01,1978-12-31,ML
the late 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,In the late 2000s she received her first two Grammy Award nominations.,7,0,,1118125,2008-01-01,2009-12-31,LLM
the early 2000s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"A specially re-recorded version was featured in the soundtrack for the films Sharky's Machine and Jackie Brown, and appeared in commercials in the early 2000s.",7,3,== Career ==,1118125,2000-01-01,2009-12-31,LLM
Springfield,NNP,SEASON_REGEX,TIME,time_reference,"She also dueted with Rick Springfield on the song ""Taxi Dancing,"" which hit #59 as the b-side of Springfield's hit ""Bop Til You Drop.""",4,0,,1118125,,,ML
One Day,CD NNP,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"She has had five Top 20 hits in the UK, including her 1980 number 2 hit, ""One Day I'll Fly Away"", as well as six UK Top 10 albums.",5,0,,1118125,,,ML
One Day,CD NNP,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"Her follow-up solo efforts included ""One Day I'll Fly Away"" (1980) and ""You Might Need Somebody"" (1981), which became soul standards, and a cover of the Tony Joe White song, popularised by Brook Benton, ""Rainy Night in Georgia"".",11,3,== Career ==,1118125,,,ML
sixty weeks,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"The album, Secret Combination (1981) stayed on the UK Albums Chart for sixty weeks, after which her profile dipped, despite a return to the UK Top Ten with ""Almaz"" in 1986.",12,3,== Career ==,1118125,,,ML
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"Naked And True (1995) brought Crawford back to her roots: it included George Benson's ""Give Me the Night"", and confirmed her soul heritage by featuring Funkadelic members Bootsy Collins, Bernie Worrell and the Fred Wesley Horns.",15,3,== Career ==,1118125,,,ML
of the decade,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"She enjoyed her highest profile of the decade when rising starlet Shola Ama had a worldwide hit with her 1997 cover of ""You Might Need Somebody"".",16,3,== Career ==,1118125,,,ML
Springfield,NNP,SEASON_REGEX,TIME,time_reference,"She has sung with Bootsy Collins, Johnny Bristol, Quincy Jones, Al Jarreau, Rick Springfield, Katri Helena, Michael Kamen, Zucchero, David Sanborn, Steve Hackett, the Spanish band Presuntos Implicados, the Norwegian jazz-rock band Lava and Joe Sample amongst others.",19,3,== Career ==,1118125,,,ML
Now,RB,TIMELINE_REGEX,TIME,time_reference,Now We May Begin (1980),0,8,== Discography ==,1118125,,,ML
Nightline,NNP,DAY_TIME_REGEX,TIME,time_reference,Nightline (1983),0,11,== Discography ==,1118125,,,ML
