time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1981 to 1984,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Wikshåland was a co-editor for the music magazine Ballade, and worked for Henie Onstad Kunstsenter from 1981 to 1984.",1,1,,53006483,1981-01-01,1984-12-31,ML
1988 to 2017,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,From 1988 to 2017 he was appointed professor in musicology at the University of Oslo.,2,1,,53006483,1988-01-01,2017-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"Wikshåland died in 2017 of thrombosis, aged 63.",4,1,,53006483,2017-01-01,2017-12-31,ML
30 June 1953 – 18 January 2017,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Ståle Wikshåland (30 June 1953 – 18 January 2017) was a Norwegian musicologist.,0,0,,53006483,,,ML
thirty years,NN NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"He was also a music critic for Dagbladet for thirty years, and contributed to the contemporary debate on music and art in society.",3,1,,53006483,,,ML
