time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1963,CD,YEAR_REGEX_1,TIME,time_reference,"At the age of 16, she recorded the pop hit ""It's My Party"", a US number one in 1963.",1,0,,179664,1963-01-01,1963-12-31,ML
the 1980,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She composed songs with her brother, Michael Gore, for the 1980 film Fame, for which she was nominated for an Academy Award.",1,1,,179664,1980-01-01,1980-12-31,ML
the 2000s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"She hosted several editions of the LGBT-oriented public television show, In the Life, on American TV in the 2000s.",2,1,,179664,2000-01-01,2009-12-31,ML
1963–1979,CD,YEAR_REGEX_1,TIME,time_reference,1963–1979: Commercial success =,1,5,== Career == | === 1963–1979: Commercial success ===,179664,1963-01-01,1979-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,"When she recorded her version of ""It's My Party"" with Quincy Jones in 1963, she was a junior in high school.",0,6,== Career == | === 1963–1979: Commercial success ===,179664,1963-01-01,1963-12-31,ML
the 1965,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"""It's My Party"" was followed by many other hits for Gore, including the sequel, ""Judy's Turn to Cry"" (US number five); ""She's a Fool"" (US number five); the feminist-themed million-selling ""You Don't Own Me"", which held at number two for three weeks behind the Beatles' ""I Want To Hold Your Hand""; ""That's the Way Boys Are"" (US No. 12); ""Maybe I Know"" (US No. 14/UK No. 20); ""Look of Love"" (US No. 27); and ""Sunshine, Lollipops and Rainbows"" (US number 13), which she sang during a bus scene from the 1965 movie, Ski Party.",4,6,== Career == | === 1963–1979: Commercial success ===,179664,1965-01-01,1965-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"In 1965, she also appeared in the beach party film The Girls on the Beach in which she performed three songs: ""Leave Me Alone"", ""It's Gotta Be You"", and ""I Don't Want to Be a Loser"".",5,6,== Career == | === 1963–1979: Commercial success ===,179664,1965-01-01,1965-12-31,ML
"May 21 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Gore recorded composer Marvin Hamlisch's first hit composition, ""Sunshine, Lollipops and Rainbows"", on May 21, 1963, while ""It's My Party"" was climbing the charts.",2,7,== Career == | === 1963–1979: Commercial success ===,179664,1963-05-21,1963-05-21,ML
1963 to 1965,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,Her record producer from 1963 to 1965 was Quincy Jones.,3,7,== Career == | === 1963–1979: Commercial success ===,179664,1963-01-01,1965-12-31,ML
June 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"""Sunshine, Lollipops and Rainbows"" was released on the LP Lesley Gore Sings of Mixed-Up Hearts, but did not surface as a single until June 1965.",5,7,== Career == | === 1963–1979: Commercial success ===,179664,1965-06-01,1965-06-30,ML
"September 21 , 1963","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"""That's the Way the Ball Bounces"" was recorded September 21, 1963, at A&R Studios in New York; it was released as the B-side of ""That's the Way Boys Are"" and appeared on the LP Boys Boys Boys.",7,7,== Career == | === 1963–1979: Commercial success ===,179664,1963-09-21,1963-09-21,ML
