time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1830,CD,YEAR_REGEX_1,TIME,time_reference,"He was strongly influenced by Niccolò Paganini, whom he heard in 1830, as well as by Henri Vieuxtemps.",3,2,== Biography ==,6583537,1830-01-01,1830-12-31,ML
1835,CD,YEAR_REGEX_1,TIME,time_reference,"From 1835 onward Dancla was solo violinist in the Paris Opéra, and shortly thereafter he became concert master.",4,2,== Biography ==,6583537,1835-01-01,1835-12-31,ML
1857,CD,YEAR_REGEX_1,TIME,time_reference,In 1857 he was made a professor at the Paris Conservatory where he was a successful teacher for over 35 years.,5,2,== Biography ==,6583537,1857-01-01,1857-12-31,ML
1819–1862,CD,YEAR_REGEX_1,TIME,time_reference,"His two brothers were Arnaud Dancla (1819–1862), cellist and author of a considerable cello teaching method, and Leopold Dancla (1822–1895), violinist and composer of chamber music.",0,3,== Biography ==,6583537,1819-01-01,1862-12-31,ML
1822–1895,CD,YEAR_REGEX_1,TIME,time_reference,"His two brothers were Arnaud Dancla (1819–1862), cellist and author of a considerable cello teaching method, and Leopold Dancla (1822–1895), violinist and composer of chamber music.",0,3,== Biography ==,6583537,1822-01-01,1895-12-31,ML
19 December 1817 – 10 October 1907,CD NNP CD VBD CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"(Jean Baptiste) Charles Dancla (19 December 1817 – 10 October 1907) was a French violinist, composer and teacher.",0,0,,6583537,1817-12-19,1907-10-10,LLM
nine years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"When he was nine years old, violinist Pierre Rode in Bordeaux heard his music; he was so impressed that he sent a recommendation letter to Pierre Baillot, Luigi Cherubini and Rodolphe Kreutzer.",1,2,== Biography ==,6583537,,,ML
35 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,In 1857 he was made a professor at the Paris Conservatory where he was a successful teacher for over 35 years.,5,2,== Biography ==,6583537,,,ML
