time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"June 27 , 1960","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Chris Ward (born June 27, 1960 in The Bronx) is an American country music singer.",0,0,,35011216,1960-06-27,1960-06-27,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"A former police officer and bull rider, Ward signed to Giant Records in 1994.",1,0,,35011216,1994-01-01,1994-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"After recording demos, he wrote Confederate Railroad's 1995 single ""See Ya"".",2,0,,35011216,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Ward released his debut single ""Fall Reaching"" in 1996.",3,0,,35011216,1996-01-01,1996-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"""When You Get to Be You"" was covered by Lisa Brokop on her 1998 album of the same name.",10,0,,35011216,1998-01-01,1998-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,One Step Beyond (1996),1,2,== Discography == | === One Step Beyond (1996) ===,35011216,1996-01-01,1996-12-31,ML
Fall,NN,SEASON_REGEX,TIME,time_reference,"Ward released his debut single ""Fall Reaching"" in 1996.",3,0,,35011216,,,ML
two weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"The song spent two weeks on the Hot Country Songs charts, peaking at number 68.",5,0,,35011216,,,ML
Fall,NN,SEASON_REGEX,TIME,time_reference,"Zehnbauer's review praised ""Fall Reaching"" and the up-tempo songs.",9,0,,35011216,,,ML
