time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
the 1998,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He is best known for the 1998 hit ""Spend the Night"" which reached No. 29 on the UK Singles Chart and No. 1 on the UK Dance Singles Chart.",0,2,== Biography ==,62743324,1998-01-01,1998-12-31,ML
the Night,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"He is best known for the 1998 hit ""Spend the Night"" which reached No. 29 on the UK Singles Chart and No. 1 on the UK Dance Singles Chart.",0,2,== Biography ==,62743324,,,ML
