time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"April 3 , 1942","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1942-04-03,1942-04-03,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,2,0,1972-01-01,1972-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,2,0,1980-01-01,1980-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,2,0,1965-01-01,1965-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1963-01-01,1963-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1986-01-01,1986-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1952-01-01,1952-12-31,ML
of 1958,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,3,1958-01-01,1958-12-31,ML
"September 29 , 1962","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,3,1962-09-29,1962-09-29,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1963-01-01,1963-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,3,6,1972-01-01,1972-12-31,ML
July 1972,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,6,1972-07-01,1972-07-31,ML
June 1972,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,6,1972-06-01,1972-06-30,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1980-01-01,1980-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1982-01-01,1982-12-31,ML
April 1983,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,8,1983-04-01,1983-04-30,ML
1981 and 1982,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,8,1981-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1983-01-01,1983-12-31,ML
"July 4 , 1983","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,8,1983-07-04,1983-07-04,ML
"May 23 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,8,1989-05-23,1989-05-23,ML
"December 12 , 1992","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,9,1992-12-12,1992-12-12,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1994-01-01,1994-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1999-01-01,1999-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,2,11,2005-01-01,2005-12-31,ML
"April 20 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,11,2005-04-20,2005-04-20,ML
"November 1 , 2006","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,8,11,2006-11-01,2006-11-01,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,12,2000-01-01,2000-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,13,2001-01-01,2001-12-31,ML
January 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,13,2005-01-01,2005-01-31,ML
the 2007,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,13,2007-01-01,2007-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,17,2007-01-01,2007-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1993-01-01,1993-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,1,19,2008-01-01,2008-12-31,ML
"October 14 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,20,2009-10-14,2009-10-14,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,2,20,2016-01-01,2016-12-31,ML
"January 28 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,21,2019-01-28,2019-01-28,ML
