time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
31 August 1981,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Daniel Karlsson (born 31 August 1981 in Norrahammar, Jönköping, Sweden) is a Swedish singer and songwriter.",0,0,,20391663,1981-08-31,1981-08-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,Karlsson participated in Idol 2007.,0,2,== As Daniel Karlsson ==,20391663,2007-01-01,2007-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"His interpretation of John Farnham's ""You're the Voice"" was included in the album Det bästa från Idol 2007 (The Best from Idol 2007).",2,2,== As Daniel Karlsson ==,20391663,2007-01-01,2007-12-31,ML
October 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2008, Karlsson released his first single, called ""Would You Believe"".",0,3,== As Daniel Karlsson ==,20391663,2008-10-01,2008-10-31,ML
March 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In March 2011, under the name The Moniker, he took part in the Melodifestivalen 2011 with his a song he had composed entitled ""Oh My God!""",0,5,== As The Moniker ==,20391663,2011-03-01,2011-03-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,"In March 2011, under the name The Moniker, he took part in the Melodifestivalen 2011 with his a song he had composed entitled ""Oh My God!""",0,5,== As The Moniker ==,20391663,2011-01-01,2011-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"He again took part in 2012 with the song ""I Wanna Be Chris Isaak (This Is Just the Beginning).""",0,6,== As The Moniker ==,20391663,2012-01-01,2012-12-31,ML
