time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1983,CD,YEAR_REGEX_1,TIME,time_reference,"In 1983, Neon began to notice numbness in his hands.",0,1,,1826605,1983-01-01,1983-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"After many tests and operations, he was diagnosed in 1992 with amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig's disease.",2,1,,1826605,1992-01-01,1992-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,He died in 1993.,0,2,,1826605,1993-01-01,1993-12-31,ML
September 1995,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,Neon Park Web Pages Since September 1995 on the web.,0,8,== External links ==,1826605,1995-09-01,1995-09-30,ML
"December 28 , 1940 – September 1 , 1993","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Neon Park (born Martin Muller, December 28, 1940 – September 1, 1993) was an American artist, comics artist and illustrator, best known for the images that have strongly defined covers for nearly every Little Feat album except for the band's self-titled first album.",0,0,,1826605,1940-12-28,1993-09-01,LLM
30 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"They were collaborators in art and life for over 30 years, dividing their time between Los Angeles and San Miguel de Allende, a small town in Mexico, an influence seen in his later works.",5,0,,1826605,,,ML
several years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,His physical condition worsened over several years.,1,1,,1826605,,,ML
