time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1970-01-01,1970-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,7,4,1972-01-01,1972-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,8,4,1975-01-01,1975-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,11,4,1964-01-01,1964-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,13,4,1995-01-01,1995-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,15,4,2000-01-01,2000-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1971-01-01,1971-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1993-01-01,1993-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1947-01-01,1947-12-31,ML
"Sep 27 , 1947","NNP CD , CD",MONTH_ABBR_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,15,1947-09-27,1947-09-27,ML
"Mar 26 , 2000","NNP CD , CD",MONTH_ABBR_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,16,2000-03-26,2000-03-26,ML
"September 15 , 1943 – March 7 , 2000","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1943-09-15,2000-03-07,LLM
forty years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,8,4,,,ML
six weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,13,4,,,ML
March 7th,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,15,4,,,ML
The year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,6,,,ML
Now,RB,TIMELINE_REGEX,TIME,time_reference,5,8,,,ML
1921-1967,JJ,YEAR_REGEX_1,TIME,time_reference,1,15,,,ML
