time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
26 November 1803,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Carolina Wilhelmina Stålberg (26 November 1803, Stockholm – 23 July 1872, Mariefred) was a Swedish writer, poet, translator, and lyricist.",0,0,,42321077,1803-11-26,1803-11-26,ML
23 July 1872,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Carolina Wilhelmina Stålberg (26 November 1803, Stockholm – 23 July 1872, Mariefred) was a Swedish writer, poet, translator, and lyricist.",0,0,,42321077,1872-07-23,1872-07-23,ML
1872,CD,YEAR_REGEX_1,TIME,time_reference,"Krook, Axel (1872).",0,4,== Sources ==,42321077,1872-01-01,1872-12-31,ML
1873,CD,YEAR_REGEX_1,TIME,time_reference,Svea Folk-kalender (1873): sid.,2,4,== Sources ==,42321077,1873-01-01,1873-12-31,ML
2105141,CD,YEAR_REGEX_1,TIME,time_reference,Libris 2105141 (in Swedish),4,4,== Sources ==,42321077,,,ML
1918,CD,YEAR_REGEX_1,TIME,time_reference,"Stålberg, Karolina Vilhelmina, Nordisk familjebok (2nd edition, 1918) (in Swedish)",0,5,== Sources ==,42321077,1918-01-01,1918-12-31,ML
