time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1900–1950,CD,YEAR_REGEX_1,TIME,time_reference,"Niels Clemmensen   (1900–1950) was a Danish pianist and composer, brother of Carl Henrik Clemmensen.",0,0,,22492856,1900-01-01,1950-12-31,ML
1930,CD,YEAR_REGEX_1,TIME,time_reference,Fra Kap til Kronborg (1930),0,2,== Notable works ==,22492856,1930-01-01,1930-12-31,ML
1930,CD,YEAR_REGEX_1,TIME,time_reference,Den er fin med kompasset (1930),0,3,== Notable works ==,22492856,1930-01-01,1930-12-31,ML
1930,CD,YEAR_REGEX_1,TIME,time_reference,Tjin-Tjin-Juanita (1930),0,4,== Notable works ==,22492856,1930-01-01,1930-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,Union Jack (1931),0,5,== Notable works ==,22492856,1931-01-01,1931-12-31,ML
1932,CD,YEAR_REGEX_1,TIME,time_reference,Paustians ur (1932),0,6,== Notable works ==,22492856,1932-01-01,1932-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,"Katinka, Katinka (1936)",0,7,== Notable works ==,22492856,1936-01-01,1936-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,Søren Bramfris lærkesang (1940),0,8,== Notable works ==,22492856,1940-01-01,1940-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,De tre skolekammerater (1944).,0,9,== Notable works ==,22492856,1944-01-01,1944-12-31,ML
