time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
23 December 1946,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1946-12-23,1946-12-23,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,2,2,1971-01-01,1971-12-31,ML
24 June 1973,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,2,1973-06-24,1973-06-24,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1973-01-01,1973-12-31,ML
1973 and 1974,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,7,2,1973-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,7,2,1974-01-01,1974-12-31,ML
The years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,8,2,,,ML
1967 to 1970,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,2,1967-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,8,2,1973-01-01,1973-12-31,ML
1973 to 1974,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,2,1973-01-01,1974-12-31,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,8,2,,,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,9,2,1974-01-01,1974-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,9,2,1976-01-01,1976-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,9,2,1977-01-01,1977-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1995-01-01,1995-12-31,ML
15 August 1996,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,3,1996-08-15,1996-08-15,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1999-01-01,1999-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,1,4,2005-01-01,2005-12-31,ML
2007 and 2008,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,4,2007-01-01,2008-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,5,2009-01-01,2009-12-31,ML
The Winter,DT NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,0,5,,,ML
August 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,5,2010-08-01,2010-08-31,ML
June 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,6,2018-06-01,2018-06-30,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1974-01-01,1974-12-31,ML
April 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,6,2019-04-01,2019-04-30,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,5,6,1974-01-01,1974-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,6,6,2019-01-01,2019-12-31,ML
the 1970,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8,1970-01-01,1970-12-31,ML
