time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
23 August 1961,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Alexandre Michel Gérard Desplat (French: [alɛksɑ̃dʁ dɛspla]; born 23 August 1961) is a French film composer and conductor.,0,0,,4882421,1961-08-23,1961-08-23,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,He began collecting Bernard Herrmann's Hitchcock soundtracks as a teen and eventually decided to pursue a career as a film composer after hearing John Williams's Star Wars score in 1977.,10,3,== Early life ==,4882421,1977-01-01,1977-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,Desplat has worked on many films since the 1980s.,18,3,== Early life ==,4882421,1980-01-01,1989-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"His big Hollywood break came in 2003 with the soundtrack for the film Girl with a Pearl Earring, a drama set in 17th-century Delft exploring a fictional muse of Vermeer.",19,3,== Early life ==,4882421,2003-01-01,2003-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1992-01-01,1992-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1994-01-01,1994-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1996-01-01,1996-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1998-01-01,1998-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Desplat has composed extensively for French cinema, Hollywood, and incidental music for over 100 films, including Lapse of Memory (1992), Family Express (1992), Regarde Les Hommes Tomber (1994), Les Péchés Mortels (1995), César-nominated Un Héros Très Discret (1996), Une Minute de Silence (1998), Sweet Revenge (1998), Le Château des Singes (1999), Reines d'un",0,5,== Career ==,4882421,1999-01-01,1999-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Jour (2001), the César-nominated Sur mes lèvres (2002), Rire et Châtiment (2003), Syriana (2005), the César-winner The Beat That My Heart Skipped (2005), The Queen (2006), Fantastic Mr. Fox (2009), Harry Potter and the Deathly Hallows – Part 1 (2010), The Ghost Writer (2010), Daniel Auteuil's remake of La Fille du Puisatier (2011), Harry Potter and the Deathly Hallows – Part 2 (2011) and The Grand Budapest Hotel (2014).",1,5,== Career ==,4882421,2001-01-01,2001-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Jour (2001), the César-nominated Sur mes lèvres (2002), Rire et Châtiment (2003), Syriana (2005), the César-winner The Beat That My Heart Skipped (2005), The Queen (2006), Fantastic Mr. Fox (2009), Harry Potter and the Deathly Hallows – Part 1 (2010), The Ghost Writer (2010), Daniel Auteuil's remake of La Fille du Puisatier (2011), Harry Potter and the Deathly Hallows – Part 2 (2011) and The Grand Budapest Hotel (2014).",1,5,== Career ==,4882421,2002-01-01,2002-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"Jour (2001), the César-nominated Sur mes lèvres (2002), Rire et Châtiment (2003), Syriana (2005), the César-winner The Beat That My Heart Skipped (2005), The Queen (2006), Fantastic Mr. Fox (2009), Harry Potter and the Deathly Hallows – Part 1 (2010), The Ghost Writer (2010), Daniel Auteuil's remake of La Fille du Puisatier (2011), Harry Potter and the Deathly Hallows – Part 2 (2011) and The Grand Budapest Hotel (2014).",1,5,== Career ==,4882421,2003-01-01,2003-12-31,ML
