time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1994,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1994-01-01,1994-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,3,2,1939-01-01,1939-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,4,2,1939-01-01,1939-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1950-01-01,1950-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1970-01-01,1970-12-31,ML
the 1965,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,5,1965-01-01,1965-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1976-01-01,1976-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1999-01-01,1999-12-31,ML
the 2015,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,11,2015-01-01,2015-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1989-01-01,1989-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,1,13,1995-01-01,1995-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,2,13,2004-01-01,2004-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,3,14,1994-01-01,1994-12-31,ML
the 1963,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,16,1963-01-01,1963-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1948-01-01,1948-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1946-01-01,1946-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,3,18,1984-01-01,1984-12-31,ML
"February 4 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,20,2005-02-04,2005-02-04,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,25,1996-01-01,1996-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,27,1970-01-01,1970-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,28,1972-01-01,1972-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1973-01-01,1973-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,30,1973-01-01,1973-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,31,1976-01-01,1976-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,0,32,1987-01-01,1987-12-31,ML
Evening,NNP,DAY_TIME_REGEX,TIME,time_reference,1,7,1990-01-01,1999-12-31,LLM
the day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,16,1968-04-05,1968-04-05,LLM
"December 18 , 1917 – February 4 , 2005","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1917-12-18,2005-02-04,LLM
"July 9 , 1898 – June 6 , 2004","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,2,1898-07-09,2004-06-06,LLM
of Christmas,IN NNP,PREFIX_REGEX_1 HOLIDAY_REGEX,MODIFIER TIME,time_reference,0,8,,,ML
many years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,0,9,,,ML
the years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,14,,,ML
March,NNP,MONTH_REGEX,TIME,time_reference,1,16,,,ML
the daytime,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,3,18,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,18,,,ML
