time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1954,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1954-01-01,1954-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,0,1974-01-01,1974-12-31,ML
the 1960s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,0,1960-01-01,1969-12-31,ML
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,0,1970-01-01,1979-12-31,ML
"April 22 , 1906","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2,1906-04-22,1906-04-22,ML
1908,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1908-01-01,1908-12-31,ML
1926,CD,YEAR_REGEX_1,TIME,time_reference,8,2,1926-01-01,1926-12-31,ML
1929,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1929-01-01,1929-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,4,4,1933-01-01,1933-12-31,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,4,1930-01-01,1939-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,6,4,1936-01-01,1936-12-31,ML
1937–1938,CD,YEAR_REGEX_1,TIME,time_reference,7,4,1937-01-01,1938-12-31,ML
1938–1939,CD,YEAR_REGEX_1,TIME,time_reference,7,4,1938-01-01,1939-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,8,4,1936-01-01,1936-12-31,ML
"November 6 , 1936","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,5,1936-11-06,1936-11-06,ML
the 1938,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,5,1938-01-01,1938-12-31,ML
