time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1977 and 1979,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He recorded for Warner Bros. Records between 1977 and 1979, and for Atlantic Records between 1988 and 1989.",1,0,,29124012,1977-01-01,1979-12-31,ML
1988 and 1989,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He recorded for Warner Bros. Records between 1977 and 1979, and for Atlantic Records between 1988 and 1989.",1,0,,29124012,1988-01-01,1989-12-31,ML
Midnight,NNP,DAY_TIME_REGEX,TIME,time_reference,"Rakes also released one album for Atlantic, Midnight Rain.",3,0,,29124012,,,ML
This Moment,DT NNP,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,One of Rakes's songs appeared on Neal McCoy's debut album At This Moment.,4,0,,29124012,,,ML
