time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1895–1984,CD,YEAR_REGEX_1,TIME,time_reference,Toni Strassman (1895–1984) was an authors' representative based in New York City.,0,0,,4759122,1895-01-01,1984-12-31,ML
"October 28 , 1895","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"She was born as Fanny Strassman on October 28, 1895.",2,0,,4759122,1895-10-28,1895-10-28,ML
1929,CD,YEAR_REGEX_1,TIME,time_reference,"At that time she wanted to be a dancer or actress, and in 1929 she was an understudy with the Provincetown Players in Greenwich Village, but the group disbanded before her show was mounted.",4,0,,4759122,1929-01-01,1929-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,"Strassman then worked for Viking Press; she changed her name to Toni in 1936, shortly before she became a full-time literary agent.",5,0,,4759122,1936-01-01,1936-12-31,ML
"April 15 , 1988","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"She died in New York City on April 15, 1988.",6,0,,4759122,1988-04-15,1988-04-15,ML
of 1926 and 1927,IN CD CC CD,PREFIX_REGEX_1 YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,MODIFIER TIME MODIFIER TIME,time_reference,"Of delicate health as a young woman, she spent most of 1926 and 1927 in Arizona, Colorado and New Mexico before returning to New York.",3,0,,4759122,1926-01-01,1927-12-31,LLM
daybooks,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Her papers, which include correspondence, memoranda, contracts, royalty statements, manuscripts, diaries, daybooks and photographs, are in the Rare Book & Manuscript Library at Columbia University.",7,0,,4759122,,,ML
