time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Dallas Preston Kruse is the producer of Suburban Legends' 2007 Japan-only album Dance Like Nobody's Watching: Tokyo Nights, an extended version of their 2006 EP release; their 2007 album, Infectious, and their 2008 album, Let's Be Friends... and Slay the Dragon Together.",0,0,,12042989,2007-01-01,2007-12-31,ML
Nights,NNP,DAY_TIME_REGEX,TIME,time_reference,"Dallas Preston Kruse is the producer of Suburban Legends' 2007 Japan-only album Dance Like Nobody's Watching: Tokyo Nights, an extended version of their 2006 EP release; their 2007 album, Infectious, and their 2008 album, Let's Be Friends... and Slay the Dragon Together.",0,0,,12042989,,,ML
of their 2006,IN PRP$ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"Dallas Preston Kruse is the producer of Suburban Legends' 2007 Japan-only album Dance Like Nobody's Watching: Tokyo Nights, an extended version of their 2006 EP release; their 2007 album, Infectious, and their 2008 album, Let's Be Friends... and Slay the Dragon Together.",0,0,,12042989,,,ML
their 2007,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,"Dallas Preston Kruse is the producer of Suburban Legends' 2007 Japan-only album Dance Like Nobody's Watching: Tokyo Nights, an extended version of their 2006 EP release; their 2007 album, Infectious, and their 2008 album, Let's Be Friends... and Slay the Dragon Together.",0,0,,12042989,,,ML
their 2008,PRP$ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,,"Dallas Preston Kruse is the producer of Suburban Legends' 2007 Japan-only album Dance Like Nobody's Watching: Tokyo Nights, an extended version of their 2006 EP release; their 2007 album, Infectious, and their 2008 album, Let's Be Friends... and Slay the Dragon Together.",0,0,,12042989,,,ML
