time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"December 12 , 1947","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Irving Azoff (; born December 12, 1947) is an American entertainment executive and chairman of Full Stop Management, which represents recording artists.",0,0,,4402928,1947-12-12,1947-12-12,ML
September 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Since September 2013, he has been chairman and CEO of Azoff MSG Entertainment, a venture with The Madison Square Garden Company.",0,1,,4402928,2013-09-01,2013-09-30,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, he topped Billboard's Power 100 and was named the most powerful person in the music industry.",3,1,,4402928,2012-01-01,2012-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"In 1972, Azoff headed to Los Angeles with Fogelberg.",2,3,== Biography ==,4402928,1972-01-01,1972-12-31,ML
1983 to 1989,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1983 to 1989, Azoff was chairman of MCA Music Entertainment Group and is credited for turning around that label's fortunes.",5,3,== Biography ==,4402928,1983-01-01,1989-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"According to Thomas R. King's book The Operator (2001), David Geffen manipulated Azoff into leaving MCA and going to Warner Music Group, where Azoff started Giant Records.",6,3,== Biography ==,4402928,2001-01-01,2001-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, Azoff appeared in Artifact, a documentary film about the modern music business focused on the legal battle between Thirty Seconds to Mars and record label EMI.",12,3,== Biography ==,4402928,2012-01-01,2012-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, Azoff founded the performance rights organisation Global Music Rights.",13,3,== Biography ==,4402928,2013-01-01,2013-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, Azoff played a thinly veiled version of himself in the Documentary Now!",15,3,== Biography ==,4402928,2015-01-01,2015-12-31,ML
October 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2008, ticketing and marketing company Ticketmaster announced they would acquire the management company Front Line Management Group, Inc.",17,3,== Biography ==,4402928,2008-10-01,2008-10-31,ML
February 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"As part of the deal, Azoff, who was founder and chief executive officer of Front Line, became chief executive officer of Ticketmaster and was named chairman of Live Nation in February 2011.",18,3,== Biography ==,4402928,2011-02-01,2011-02-28,ML
September 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2013, Azoff unveiled Azoff MSG Entertainment, a venture with The Madison Square Garden Company (MSG).",19,3,== Biography ==,4402928,2013-09-01,2013-09-30,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, he topped Billboard Magazine's Power 100, being named the most powerful person in the music industry.",21,3,== Biography ==,4402928,2012-01-01,2012-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, Azoff co-founded Oak View Group along with Tim Leiweke.",0,4,== Biography ==,4402928,2015-01-01,2015-12-31,ML
