time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1953,CD,YEAR_REGEX_1,TIME,time_reference,Assia Zlatkowa Schwarck (Bulgarian: Ася Златкова; born 1953) is a Danish concert pianist of Bulgarian and Greek descent.,0,0,,35368850,1953-01-01,1953-12-31,ML
1965–1995,CD,YEAR_REGEX_1,TIME,time_reference,She was active from 1965–1995.,1,0,,35368850,1965-01-01,1995-12-31,ML
August 1975,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Her first piano recital in Denmark was at the Tivoli Gardens, Copenhagen in August 1975.",0,4,== Career ==,35368850,1975-08-01,1975-08-31,ML
"March 1 , 1977","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Her performance of Chopin's concerto in E-minor with Carlo Zecchi and the Copenhagen Philharmonic on March 1, 1977 was recorded for an LP by the record label Point.",1,4,== Career ==,35368850,1977-03-01,1977-03-01,ML
"May 5 , 1977","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 5, 1977 she played the same concerto with the same conductor and the Danish Radio Symphony Orchestra in the Tivoli Concert Hall for Danish National Television.",2,4,== Career ==,35368850,1977-05-05,1977-05-05,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,She became a Danish citizen in 1978.,3,4,== Career ==,35368850,1978-01-01,1978-12-31,ML
14 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"Kurt Masur signed her, at 14 years old, to perform Mozart's Piano Concerto No. 20 with the Dresden Philharmonic.",0,3,== Career ==,35368850,2006-01-01,2006-12-31,LLM
