time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
22 October 1935,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Thérèse Brenet (born 22 October 1935) is a French composer.,0,0,,28246306,1935-10-22,1935-10-22,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,"Born in Paris, she studied at the Conservatoire de Reims and since 1954 the Conservatoire de Paris.",0,1,,28246306,1954-01-01,1954-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,In 1965 she won the Prix de Rome for her Les Visions prophétiques de Cassandre; a prize which enabled her to pursue further studies at the French Academy in Rome.,2,1,,28246306,1965-01-01,1965-12-31,ML
8 June 2009,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Official Website of Thérèse Brenet (archive from 8 June 2009; accessed 29 October 2018).,0,4,== External links ==,28246306,2009-06-08,2009-06-08,ML
29 October 2018,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Official Website of Thérèse Brenet (archive from 8 June 2009; accessed 29 October 2018).,0,4,== External links ==,28246306,2018-10-29,2018-10-29,ML
