time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1962 to 1991,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Jo Walker-Meador (February 16, 1924 – August 16, 2017) was an American music executive who served as Executive Director of the Country Music Association (CMA) from 1962 to 1991.",0,0,,55017085,1962-01-01,1991-12-31,ML
1967 to 2000,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"During her tenure, she created the first Country Music Hall of Fame and Museum, which opened near Music Row and ran from 1967 to 2000, developed the Country Music Association Awards (CMA Awards), which first ran in 1967, and launched Fan Fair (now the CMA Music Festival) in 1972.",1,0,,55017085,1967-01-01,2000-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,"During her tenure, she created the first Country Music Hall of Fame and Museum, which opened near Music Row and ran from 1967 to 2000, developed the Country Music Association Awards (CMA Awards), which first ran in 1967, and launched Fan Fair (now the CMA Music Festival) in 1972.",1,0,,55017085,1967-01-01,1967-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"During her tenure, she created the first Country Music Hall of Fame and Museum, which opened near Music Row and ran from 1967 to 2000, developed the Country Music Association Awards (CMA Awards), which first ran in 1967, and launched Fan Fair (now the CMA Music Festival) in 1972.",1,0,,55017085,1972-01-01,1972-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"In 1995, Walker-Meador was inducted into the Country Music Hall of Fame.",2,0,,55017085,1995-01-01,1995-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,"When the CMA was formed in 1958, Denning (then known as Jo Walker) was hired as the first full-time employee to do secretarial duties for the first Executive Director Harry Stone, a former manager for WSM AM radio in Nashville.",0,4,== Work with the CMA ==,55017085,1958-01-01,1958-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,Stone stayed in the position of executive director until 1960.,1,4,== Work with the CMA ==,55017085,1960-01-01,1960-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,Walker took the position in 1962.,6,4,== Work with the CMA ==,55017085,1962-01-01,1962-12-31,ML
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Other country music-related items established under Walker during the 1960s were the first Country Music Hall of Fame and Museum, with a national fundraising drive that helped complete the physical museum in 1967 (the Hall of Fame itself was established six years earlier), and the creation of the CMA Awards in 1967.",9,4,== Work with the CMA ==,55017085,1960-01-01,1969-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,"Other country music-related items established under Walker during the 1960s were the first Country Music Hall of Fame and Museum, with a national fundraising drive that helped complete the physical museum in 1967 (the Hall of Fame itself was established six years earlier), and the creation of the CMA Awards in 1967.",9,4,== Work with the CMA ==,55017085,1967-01-01,1967-12-31,ML
