time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1906,CD,YEAR_REGEX_1,TIME,time_reference,"William was born in Houston, Texas in 1906 to Josiah Lewis Edmondson (a civil engineer) and Effie Nettie Kennedy.",0,4,== Family ==,32876293,1906-01-01,1906-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,Butch Cassidy and the Sundance Kid (1969),0,6,== Selected filmography ==,32876293,1969-01-01,1969-12-31,ML
"July 4 , 1906 – April 18 , 1998","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"William Edmondson (July 4, 1906 – April 18, 1998) was an American sound engineer.",0,0,,32876293,1906-07-04,1998-04-18,LLM
Twilight,NNP,DAY_TIME_REGEX,TIME,time_reference,"He is credited on most of the ""Thin Man"" movies as well as most of the ""Twilight Zone"" episodes and the ""Combat"" series.",2,2,== Background ==,32876293,,,ML
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,His parents divorced a year after the death of their daughter.,2,4,== Family ==,32876293,,,ML
Springs,NNP,SEASON_REGEX,TIME,time_reference,"Her father was Wiliam Bainbridge Kennedy, and Lon Chaney's grandfather was his brother Jonathan Ralston Kennedy who was the first superintendent of the Mute Institute at Olathe Kansas and later of Colorado Springs, Colorado.",6,4,== Family ==,32876293,,,ML
