time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1974,CD,YEAR_REGEX_1,TIME,time_reference,Baptiste Trotignon (born 1974) is a French jazz pianist and composer.,0,0,,45341815,1974-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,Trotignon was born near Paris in 1974.,0,2,== Life and career ==,45341815,1974-01-01,1974-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,His first solo piano album was 2003's Solo.,2,2,== Life and career ==,45341815,2003-01-01,2003-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"The Daily Telegraph's Ivan Hewett wrote on the originality of Trotignon's style in 2009 that ""Any references are only subliminally present in a style that's very much his own.",0,4,== Playing style ==,45341815,2009-01-01,2009-12-31,ML
three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,He started playing the violin at the age of 6 and the piano three years later.,1,2,== Life and career ==,45341815,,,ML
