time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"September 24 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Leah Donna Dizon (born September 24, 1986) is an American gaijin tarento, singer, and model.",0,0,,9496140,1986-09-24,1986-09-24,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Born and raised in Las Vegas, Nevada, she moved to Tokyo, Japan in 2006 to pursue a career in entertainment.",1,0,,9496140,2006-01-01,2006-12-31,ML
1986–2004,CD,YEAR_REGEX_1,TIME,time_reference,1986–2004: Childhood and youth,1,2,== Biography == | === 1986–2004: Childhood and youth ===,9496140,1986-01-01,2004-12-31,ML
"September 24 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Leah Donna Dizon was born in Las Vegas, Nevada on September 24, 1986.",0,3,== Biography == | === 1986–2004: Childhood and youth ===,9496140,1986-09-24,1986-09-24,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"She attended the Las Vegas Academy of Performing Arts for her freshman and sophomore years but graduated from the public Eldorado High School in 2004, where she became active in theater.",7,3,== Biography == | === 1986–2004: Childhood and youth ===,9496140,2004-01-01,2004-12-31,ML
2005–2007,CD,YEAR_REGEX_1,TIME,time_reference,"2005–2007: Destiny Line, early work, and career debut =",1,4,"== Biography == | === 2005–2007: Destiny Line, early work, and career debut ===",9496140,2005-01-01,2007-12-31,ML
March 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In March 2006, Dizon moved to Tokyo and began Japanese lessons alongside voice training.",6,5,"== Biography == | === 2005–2007: Destiny Line, early work, and career debut ===",9496140,2006-03-01,2006-03-31,ML
"February 14 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Dizon made her musical debut under Victor Entertainment on February 14, 2007 with the single ""Softly"".",9,5,"== Biography == | === 2005–2007: Destiny Line, early work, and career debut ===",9496140,2007-02-14,2007-02-14,ML
September 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2007, Dizon released her debut album, Destiny Line, under Victor Entertainment.",14,5,"== Biography == | === 2005–2007: Destiny Line, early work, and career debut ===",9496140,2007-09-01,2007-09-30,ML
2008–2011,CD,YEAR_REGEX_1,TIME,time_reference,"=== 2008–2011: Communication!!!, marriage, and pregnancy ===",0,6,"== Biography == | === 2008–2011: Communication!!!, marriage, and pregnancy ===",9496140,2008-01-01,2011-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"After the release of Destiny Line, Dizon continued with two singles: ""Love Paradox"" and ""Vanilla"" (both 2008).",0,7,"== Biography == | === 2008–2011: Communication!!!, marriage, and pregnancy ===",9496140,2008-01-01,2008-12-31,ML
August 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Her second album, Communication!!!, was released in August 2008.",1,7,"== Biography == | === 2008–2011: Communication!!!, marriage, and pregnancy ===",9496140,2008-08-01,2008-08-31,ML
