time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1997,CD,YEAR_REGEX_1,TIME,time_reference,"Killarmy went on to record three  albums: Silent Weapons for Quiet Wars (1997), Dirty Weaponry (1999), and Fear, Love & War (2001)",0,1,,12995603,1997-01-01,1997-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Killarmy went on to record three  albums: Silent Weapons for Quiet Wars (1997), Dirty Weaponry (1999), and Fear, Love & War (2001)",0,1,,12995603,1999-01-01,1999-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Killarmy went on to record three  albums: Silent Weapons for Quiet Wars (1997), Dirty Weaponry (1999), and Fear, Love & War (2001)",0,1,,12995603,2001-01-01,2001-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Kinetic 9 appeared on the track ""Ratiug"" from John Frusciante's 2012 album PBX Funicular Intaglio Zone  as well as the tracks ""FM"" and ""909 Day"" from the album Letur-Lefr.",0,2,,12995603,2012-01-01,2012-12-31,ML
909 Day,CD NNP,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"Kinetic 9 appeared on the track ""Ratiug"" from John Frusciante's 2012 album PBX Funicular Intaglio Zone  as well as the tracks ""FM"" and ""909 Day"" from the album Letur-Lefr.",0,2,,12995603,,,ML
