time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020, Rajasekar was the annual Commissioned Composer of the University of Wisconsin-River Falls, the longest-running program of its kind in the United States.",2,4,== Musical career ==,23415016,2020-01-01,2020-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"In 2007, Rajasekar's album Song of the Veena was released by Innova Recordings, and in 2010, Innova released her album Into the Raga.",4,4,== Musical career ==,23415016,2007-01-01,2007-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2007, Rajasekar's album Song of the Veena was released by Innova Recordings, and in 2010, Innova released her album Into the Raga.",4,4,== Musical career ==,23415016,2010-01-01,2010-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"Rajasekar's third album with Innova, a collaborative world music album called Maithree: The Music of Friendship, was released in 2018.",5,4,== Musical career ==,23415016,2018-01-01,2018-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,"Since 1989, Rajasekar has been a performing artist for the Indian Council for Cultural Relations.",13,4,== Musical career ==,23415016,1989-01-01,1989-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Since 1995, Rajasekar has lived in Minnesota, USA, touring several months each year to countries such as India, Turkey, Australia, New Zealand, and Singapore.",15,4,== Musical career ==,23415016,1995-01-01,1995-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,2020 Annual Commissioned Composer of University of Wisconsin-River Falls,0,8,== Awards ==,23415016,2020-01-01,2020-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"2018 Pratibha Puraskar (""Genius Prize"") from Delhi Telugu Academy",0,9,== Awards ==,23415016,2018-01-01,2018-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,2010 McKnight Fellowship,0,11,== Awards ==,23415016,2010-01-01,2010-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,2006 Bush Fellowship,0,12,== Awards ==,23415016,2006-01-01,2006-12-31,ML
forty years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Rajasekar has been performing and composing for over forty years.,0,4,== Musical career ==,23415016,1980-01-01,2020-12-31,LLM
A.D.,NNP,ERA_REGEX,TIME,time_reference,Rajasekar also received guidance from violinist Sri A.D. Zachariah and Veena Sri S. Balachander.,6,2,== Early life ==,23415016,,,ML
nearly thirty years,RB JJ NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"Kalpakam Swaminathan, with whom she trained for nearly thirty years.",9,2,== Early life ==,23415016,,,ML
Falls,NNP,SEASON_REGEX,TIME,time_reference,"In 2020, Rajasekar was the annual Commissioned Composer of the University of Wisconsin-River Falls, the longest-running program of its kind in the United States.",2,4,== Musical career ==,23415016,,,ML
Weekly,NNP,TIME_UNIT_REGEX,TIME,time_reference,"The album was reviewed by Songlines, WNYC New Sounds, and Jazz Weekly.",6,4,== Musical career ==,23415016,,,ML
several months,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Since 1995, Rajasekar has lived in Minnesota, USA, touring several months each year to countries such as India, Turkey, Australia, New Zealand, and Singapore.",15,4,== Musical career ==,23415016,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,Rajasekar currently serves as the Co-Chair of the Board of the American Composers Forum and the Vice President of the Global Carnatic Musicians Association.,2,6,== Positions ==,23415016,,,ML
Falls,NNP,SEASON_REGEX,TIME,time_reference,2020 Annual Commissioned Composer of University of Wisconsin-River Falls,0,8,== Awards ==,23415016,,,ML
