time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1934 to 1938,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He studied composition, music theory, violin and philosophy there from 1934 to 1938, and in Lemberg from 1939 to 1941.",1,2,== Life ==,10771411,1934-01-01,1938-12-31,ML
1939 to 1941,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He studied composition, music theory, violin and philosophy there from 1934 to 1938, and in Lemberg from 1939 to 1941.",1,2,== Life ==,10771411,1939-01-01,1941-12-31,ML
1947 to 1950,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1947 to 1950 he was head of the music department of Kraków Radio, and from 1950 to 1956 he was director of the State Music Library in Tel Aviv.",3,2,== Life ==,10771411,1947-01-01,1950-12-31,ML
1950 to 1956,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1947 to 1950 he was head of the music department of Kraków Radio, and from 1950 to 1956 he was director of the State Music Library in Tel Aviv.",3,2,== Life ==,10771411,1950-01-01,1956-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,In 1957 he was awarded a six-month stipend for the Academy for musique concrète.,4,2,== Life ==,10771411,1957-01-01,1957-12-31,ML
1957 to 1968,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,From 1957 to 1968 he was an editor of new music for Universal Edition in Vienna.,5,2,== Life ==,10771411,1957-01-01,1968-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,"In addition he gave guest lectures and composition seminars in Tel Aviv, Stockholm, Darmstadt, Bilthoven (the Netherlands) and Buenos Aires, and from 1973 held a professorship at the Musikhochschule in Vienna.",6,2,== Life ==,10771411,1973-01-01,1973-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,He died in Vienna in 1994.,7,2,== Life ==,10771411,1994-01-01,1994-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Lichtenfeld, Monika, and Reinhard Kager. 2001.",0,7,== References == | === Works cited ===,10771411,2001-01-01,2001-12-31,ML
6 May 2001,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,6 May 2001.,2,8,== References == | === Works cited ===,10771411,2001-05-06,2001-05-06,ML
12 November 2020,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Retrieved 12 November 2020.,3,8,== References == | === Works cited ===,10771411,2020-11-12,2020-11-12,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,2001.,1,9,== References == | === Works cited ===,10771411,2001-01-01,2001-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"Burde, Wolfgang G.. 1966.",0,11,== Further reading ==,10771411,1966-01-01,1966-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"Neue Zeitschrift für Musik 27 (1966), 438–41.",2,11,== Further reading ==,10771411,1966-01-01,1966-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"Clements, Andrew. 1992.",0,12,== Further reading ==,10771411,1992-01-01,1992-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,Biography by Erhard Karkoschka (1971) (in German),0,16,== External links ==,10771411,1971-01-01,1971-12-31,ML
27 February 1919 – 3 March 1994,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Roman Haubenstock-Ramati (Hebrew: רוֹמן האובּנשׁטוֹק-רָמָתִי; 27 February 1919 – 3 March 1994) was a composer and music editor who worked in Kraków, Tel Aviv and Vienna.",0,0,,10771411,1919-02-27,1994-03-03,LLM
