time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
3 March 1953,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Christer Lindarw (born 3 March 1953) is a Swedish clothes designer, drag queen entertainer, and the leader of drag group After Dark.",0,0,,2975377,1953-03-03,1953-03-03,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,"His 1976 stage debut was as Zsa Zsa Shakespeer in Wild Side Story at Alexandra Charles's club, and he staged his first major production at Hamburger Börs in 1980 together with Roger Jönsson and Lars Flinckman, Lindarw's future co-star of many years from stage shows with their group After Dark.",2,2,== Career ==,2975377,1976-01-01,1976-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"His 1976 stage debut was as Zsa Zsa Shakespeer in Wild Side Story at Alexandra Charles's club, and he staged his first major production at Hamburger Börs in 1980 together with Roger Jönsson and Lars Flinckman, Lindarw's future co-star of many years from stage shows with their group After Dark.",2,2,== Career ==,2975377,1980-01-01,1980-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,On Jönsson's recommendation he had started to appear in drag in 1976.,5,2,== Career ==,2975377,1976-01-01,1976-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"Christer Lindarw also started designing dresses for his friend Lill Lindfors, one being the dress that accidentally ""fell off"" her during her introduction at the Eurovision Song Contest 1985.",8,2,== Career ==,2975377,1985-01-01,1985-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017,  Lindarw performed the surprise finale number, imitating Queen Silvia of Sweden, during the annual televised show in Öland for Crown Princess Victoria's 40th birthday.",9,2,== Career ==,2975377,2017-01-01,2017-12-31,ML
of 2016,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,In the fall of 2016 Bonniers had published a lauded book about his life.,10,2,== Career ==,2975377,2016-01-01,2016-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Lindarw, Christer; Kellberg, Christina (2016).",0,6,== Bibliography ==,2975377,2016-01-01,2016-12-31,ML
of many years,IN JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"His 1976 stage debut was as Zsa Zsa Shakespeer in Wild Side Story at Alexandra Charles's club, and he staged his first major production at Hamburger Börs in 1980 together with Roger Jönsson and Lars Flinckman, Lindarw's future co-star of many years from stage shows with their group After Dark.",2,2,== Career ==,2975377,,,ML
the nightclub,DT JJ,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,Lindarw hosted shows at the nightclub Shazam for a few months and then started the dragshow group After Dark and opened his own nightclub with the same name at David Bagares gata in Stockholm.,6,2,== Career ==,2975377,,,ML
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,In the fall of 2016 Bonniers had published a lauded book about his life.,10,2,== Career ==,2975377,,,ML
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Simultaneously, Lindarw began another media-praised show tour around Sweden, with him alone leading his cast; all sold out, it wrapped up a year later at Oscarsteatern in Stockholm, also ending the four decades of successful performances of After Dark.",11,2,== Career ==,2975377,,,ML
19413819,CD,YEAR_REGEX_1,TIME,time_reference,SELIBR 19413819.,4,6,== Bibliography ==,2975377,,,ML
