time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
of the 2014,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"The title song from their single ""True End Player"" was the ending song of the 2014 video game Hyperdimension Neptunia Re;Birth 3: V Century and the title song from their single ""Ichizu Recipe"" was the opening song of the 2015 anime television series Shomin Sample.",2,0,,49829400,,,ML
Century,NNP,TIME_UNIT_REGEX,TIME,time_reference,"The title song from their single ""True End Player"" was the ending song of the 2014 video game Hyperdimension Neptunia Re;Birth 3: V Century and the title song from their single ""Ichizu Recipe"" was the opening song of the 2015 anime television series Shomin Sample.",2,0,,49829400,,,ML
of the 2015,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"The title song from their single ""True End Player"" was the ending song of the 2014 video game Hyperdimension Neptunia Re;Birth 3: V Century and the title song from their single ""Ichizu Recipe"" was the opening song of the 2015 anime television series Shomin Sample.",2,0,,49829400,,,ML
