time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"July 24 , 1941","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Bobby Matos (born July 24, 1941 in the Bronx, New York - November 11, 2017 Los Angeles ) was a Latin jazz percussionist.",0,0,,21326050,1941-07-24,1941-07-24,ML
"November 11 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Bobby Matos (born July 24, 1941 in the Bronx, New York - November 11, 2017 Los Angeles ) was a Latin jazz percussionist.",0,0,,21326050,2017-11-11,2017-11-11,ML
