time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
30 November 1962,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Andrew Tuason (born 30 November 1962) is a Hong Kong musician, record producer, composer, songwriter,  arranger, conductor and musical director.",0,0,,48890680,1962-11-30,1962-11-30,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,"In 1982, Tuason became assistant to Joseph Koo, one of the most respected composers in Hong Kong, known as the Godfather of Cantopop.",1,2,== Early life and career ==,48890680,1982-01-01,1982-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"In 1992, Tuason and Lau had formed a record label called: New Melody, they had also built a recording studio (Q-Sound Studio) in Tsim Sha Tsui area, which later on becoming one of the busiest studios in the business.",1,6,== Early life and career ==,48890680,1992-01-01,1992-12-31,ML
1992 to 1996,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Tuason had produced 7 solo albums for Lau from 1992 to 1996, he had composed one of Lau biggest hit track ""Ai Bu Wan"", the song had reached to number one on all major pop charts in HK both on radio and TVs.",2,6,== Early life and career ==,48890680,1992-01-01,1996-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"In 1996, Tuason joined EMI HK as A&R Director, his biggest achievement in EMI was on Cass Pang ""Chuang Wai"" album which had sold more than 300,000 three hundred thousand copies alone.",0,7,== Early life and career ==,48890680,1996-01-01,1996-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"Tuason's highlighted career is when he was appointed by Television Broadcast Ltd as Musical Director for the ceremony of Hong Kong Reunification to China in 1997, where he had arranged and conducted the Hong Kong Philharmonic Orchestra and Chinese Orchestra combine to perform one of China classical masterpiece ""The Yellow River Piano Concerto"".",1,7,== Early life and career ==,48890680,1997-01-01,1997-12-31,ML
2004 and 2005,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Another highlighted in Tuason's career was as a Musical Director and conductor for Jacky Cheung musical Snow, Wolf, Lake, Cheung and Tuason had toured together with some 80 crew members in China and Hong Kong for more than 50 musical shows during 2004 and 2005.",0,8,== Early life and career ==,48890680,2004-01-01,2005-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Cheung and Tuason had worked together enormously over the past 10 years, after the musical they have done 2 world tour which had sold more than 250 concerts worldwide, and Tuason had produced 2 albums for Cheung - Private Corner in 2009 and Wake up Dreaming in 2014",1,8,== Early life and career ==,48890680,2009-01-01,2009-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Cheung and Tuason had worked together enormously over the past 10 years, after the musical they have done 2 world tour which had sold more than 250 concerts worldwide, and Tuason had produced 2 albums for Cheung - Private Corner in 2009 and Wake up Dreaming in 2014",1,8,== Early life and career ==,48890680,2014-01-01,2014-12-31,ML
"January 13th , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Recently on January 13th, 2020 Tuason had made his debut appearance as Musical Director and Solo Pianist on China National TV (东方卫视 Oriental TV Shanghai) for the Duet competition of Hacken Lee and Chou Shen on the most popular TV musical program in 2019 - (我们的歌), Tuason had re-arranged Jacky Cheung classic song ""Your name, my Surname"" with which the duet won first prize in the competition, the video clip has seen by over 5 million online viewers in China alone, and the review was overwhelming by the public.",0,9,== Early life and career ==,48890680,2020-01-13,2020-01-13,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,"Recently on January 13th, 2020 Tuason had made his debut appearance as Musical Director and Solo Pianist on China National TV (东方卫视 Oriental TV Shanghai) for the Duet competition of Hacken Lee and Chou Shen on the most popular TV musical program in 2019 - (我们的歌), Tuason had re-arranged Jacky Cheung classic song ""Your name, my Surname"" with which the duet won first prize in the competition, the video clip has seen by over 5 million online viewers in China alone, and the review was overwhelming by the public.",0,9,== Early life and career ==,48890680,2019-01-01,2019-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,Tuason began producing Andy Lau of The Four Heavenly Kings in 1988.,0,11,== Andy Lau ==,48890680,1988-01-01,1988-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,Tuason began arranging for Jacky Cheung in 1985 until the present.,0,15,== Jacky Cheung ==,48890680,1985-01-01,1985-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"In 2004, Tuason conducted Jacky Cheung's musical production ""Snow.",1,15,== Jacky Cheung ==,48890680,2004-01-01,2004-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"In 2009, Tuason produced Jacky Cheung's ""Private Corner"" album.",0,16,== Jacky Cheung ==,48890680,2009-01-01,2009-12-31,ML
