time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"May 23 , 1956","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Neil Donell (born May 23, 1956) is a Canadian singer who has worked extensively as a session musician and has been nominated for multiple Juno Awards.",0,0,,57771756,1956-05-23,1956-05-23,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"He has been the lead tenor vocalist for the classic rock band Chicago since 2018, succeeding Peter Cetera, Jason Scheff and Jeff Coffey.",1,0,,57771756,2018-01-01,2018-12-31,ML
the 2000,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Donell's credits also include a few small acting roles and performing ""Shining Time"", with Maren Ord, for the 2000 motion picture Thomas and the Magic Railroad.",4,0,,57771756,2000-01-01,2000-12-31,ML
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,"Donell is set to perform a new rendition of the song for Rainbow Sun Productions' upcoming video presentation commemorating the film's 20th anniversary, which will premiere on YouTube on July 19, 2020.",5,0,,57771756,,,ML
presentation,NN,TIMELINE_REGEX,TIME,time_reference,"Donell is set to perform a new rendition of the song for Rainbow Sun Productions' upcoming video presentation commemorating the film's 20th anniversary, which will premiere on YouTube on July 19, 2020.",5,0,,57771756,,,ML
"July 19 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Donell is set to perform a new rendition of the song for Rainbow Sun Productions' upcoming video presentation commemorating the film's 20th anniversary, which will premiere on YouTube on July 19, 2020.",5,0,,57771756,2020-07-19,2020-07-19,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, after the departure of Coffey and drummer Tris Imboden, Donell was approached by Chicago's original members (Walter Parazaider, James Pankow, Lee Loughnane and Robert Lamm) to become the new tenor vocalist for the band.",6,0,,57771756,2018-01-01,2018-12-31,ML
