time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"December 30 , 1964","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Kevtone (born Kevin Anthony Guess, December 30, 1964) is an American musician, percussionist, and songwriter from Seattle, Washington.",0,0,,32078392,1964-12-30,1964-12-30,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,"Kevin Guess was born in 1964 and raised in King City, California, where he started playing drums as a young child.",0,3,== Biography ==,32078392,1964-01-01,1964-12-31,ML
Around 1981,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around 1981, he began traveling to Santa Cruz with guitarist and childhood friend, Fidel Tirado, with whom he played in a duo, to take drum lessons from Rick Walker and to play music with Tirado; sometimes taking the Greyhound bus both ways, for the 75 mile trip to Santa Cruz to take those one-hour lessons.",0,4,== Biography ==,32078392,1981-01-01,1981-12-31,ML
1983 to 1984,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"From 1983 to 1984, he played in a reggae band from Salinas, called Katchabeat aka Battlecry, with bassist Roger Rodgers and Brett Briggs on guitar, and then later with Kevin Nuckolls.",1,4,== Biography ==,32078392,1983-01-01,1984-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,"Guess moved to Santa Cruz, California in 1984, a year after Tirado moved there, and he continued taking drum instruction from Rick Walker, who was at the time the drummer for the Santa Cruz band Tao Chemical.",0,5,== Biography ==,32078392,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"In 1985, performing as Anthony Guess, kevtone was principal drummer for the eclectic Santa Cruz band Box O' Laffs, playing with bassist David Lowery and keyboardist Chris Molla (both later of Camper Van Beethoven also) and also with guitarist Chris Hart and vocalist Eric Curkendall, on Box O' Laffs' 1985 album, Dogbook.",0,6,== Biography ==,32078392,1985-01-01,1985-12-31,ML
around 1985,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around the same time, the rhythm team of Guess and Nuckolls joined Heaven On; a young band formed around 1985 also, by vocalist and lyricist Xtremity X and guitarist George Earth, who had been working as a roadie for Guess' drum instructor's band.",0,7,== Biography ==,32078392,1985-01-01,1985-12-31,ML
the 1986,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Keyboardist Kennedy Cosker, of The Quiet Ones, with whom Guess had previously played, joined Xtremity, Earth, Nuckolls, and Guess at the last minute, to compete in a contest, and together the five-member band won the 1986 Battle of the Bands at the Louden Nelson Center for Performing Arts in Santa Cruz.",1,7,== Biography ==,32078392,1986-01-01,1986-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"In 1986, Guess and George Earth together conceived of the unnamed band that would later become World Entertainment War.",0,9,== Biography ==,32078392,1986-01-01,1986-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,"They performed regularly and recorded two albums; a self-titled debut and a follow-up called Give Too Much, consisting of the same recordings with two added tracks recorded at the same time, both released in 1991 by MCA Records.",8,9,== Biography ==,32078392,1991-01-01,1991-12-31,ML
