time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"July 3 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 3, 2013, Doll Elements debuted on the major label Dreamusic with their single ""Kimi no Heart ni Toki Hanatsu!"".",2,0,,42729053,2013-07-03,2013-07-03,ML
"January 14 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The group disbanded on January 14, 2017.",3,0,,42729053,2017-01-14,2017-01-14,ML
