time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
12 January 1948,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"John Michael Glyn Etheridge (born 12 January 1948) is an English jazz fusion guitarist, composer, bandleader and educator known for his eclecticism and broad range of associations in jazz, classical, and contemporary music.",0,0,,7023735,1948-01-12,1948-01-12,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"Etheridge played with Rush Release at London's Speakeasy Club in 1966, and on occasion would jam with other guitarists on the scene such as Eric Clapton.",4,3,== Biography == | === Early life ===,7023735,1966-01-01,1966-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,"In 1967, Etheridge left London to study History of Art at Essex University.",0,4,== Biography == | === Early life ===,7023735,1967-01-01,1967-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,"While he continued to play during this period, he did not take up guitar professionally again until 1970.",1,4,== Biography == | === Early life ===,7023735,1970-01-01,1970-12-31,ML
late 1972,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In late 1972, Etheridge joined Curved Air violinist Darryl Way's band Wolf, which went on to record three albums in the progressive rock canon for the Deram label: Canis Lupus (1973), Saturation Point (1973), and Night Music (1974).",7,6,== Biography == | === 1970s ===,7023735,1972-01-01,1972-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,"In late 1972, Etheridge joined Curved Air violinist Darryl Way's band Wolf, which went on to record three albums in the progressive rock canon for the Deram label: Canis Lupus (1973), Saturation Point (1973), and Night Music (1974).",7,6,== Biography == | === 1970s ===,7023735,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,"In late 1972, Etheridge joined Curved Air violinist Darryl Way's band Wolf, which went on to record three albums in the progressive rock canon for the Deram label: Canis Lupus (1973), Saturation Point (1973), and Night Music (1974).",7,6,== Biography == | === 1970s ===,7023735,1974-01-01,1974-12-31,ML
early 1975,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Following Wolf's break-up, Etheridge briefly played in the Global Village Trucking Company for a UK tour supporting Gong in early 1975, before a recommendation from fellow guitarist Allan Holdsworth led to him joining Soft Machine, now in full fusion mode having just released Bundles.",0,7,== Biography == | === 1970s ===,7023735,1975-01-01,1975-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,"Etheridge went on to record two albums with the band, Softs (1976) and Alive & Well: Recorded in Paris (1978).",1,7,== Biography == | === 1970s ===,7023735,1976-01-01,1976-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Etheridge went on to record two albums with the band, Softs (1976) and Alive & Well: Recorded in Paris (1978).",1,7,== Biography == | === 1970s ===,7023735,1978-01-01,1978-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"He also played on the more recent release, British Tour '75 (2005).",2,7,== Biography == | === 1970s ===,7023735,2005-01-01,2005-12-31,ML
1976 and 1981,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"It was at this time that he began what would become a long-term collaboration with French violinist Stéphane Grappelli, with whom he performed on numerous world tours between 1976 and 1981.",1,8,== Biography == | === 1970s ===,7023735,1976-01-01,1981-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"Though the band released an album in 1980, they struggled to achieve broader recognition in the hostile post-punk environment and broke up in 1981.",4,8,== Biography == | === 1970s ===,7023735,1980-01-01,1980-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Though the band released an album in 1980, they struggled to achieve broader recognition in the hostile post-punk environment and broke up in 1981.",4,8,== Biography == | === 1970s ===,7023735,1981-01-01,1981-12-31,ML
1980–present,CD,YEAR_REGEX_1,TIME,time_reference,1980–present =,1,9,== Biography == | === 1980–present ===,7023735,1980-01-01,,ML
The 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,The 1980s saw Etheridge remain very active on the live front - including a reunion with Soft Machine for the band's final series of concerts at Ronnie Scott's club in 1984 - but much less productive in the studio.,0,10,== Biography == | === 1980–present ===,7023735,1980-01-01,1989-12-31,ML
