time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
4 July 1994,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Shannon Rebecca Saunders (born 4 July 1994), known professionally as iiola is an English singer-songwriter from Wiltshire.",0,0,,28958765,1994-07-04,1994-07-04,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Saunders started a YouTube channel in 2009 posting covers of songs by many artists, as well as her own originals.",0,2,== Career ==,28958765,2009-01-01,2009-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"Whilst touring in 2013 Shannon independently released Atlas, and created the official music video incorporating her live performances and interactions with her fanbase.",0,4,== Career ==,28958765,2013-01-01,2013-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, she released an EP in partnership with Caroline International titled Instar.",0,5,== Career ==,28958765,2015-01-01,2015-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"""Rips in your Jeans"" was released in 2017 and highlights a self-directed and produced video featuring Saunders' fanbase.",0,7,== Career ==,28958765,2017-01-01,2017-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"Starting a new chapter in 2018, she released her debut four track EP under her new artist name iiola titled Chrysalis.",0,9,== Career ==,28958765,2018-01-01,2018-12-31,ML
of October 2018,IN NNP CD,PREFIX_REGEX_1 MONTH_REGEX YEAR_REGEX_1,MODIFIER TIME TIME,time_reference,"As of October 2018, she has over 62,000 subscribers and over 2.5 million total upload views.",1,2,== Career ==,28958765,2018-10-01,2018-10-31,LLM
currently,RB,TIMELINE_REGEX,TIME,time_reference,iiola is a firm favourite of BBC Introducing and is currently writing her debut album whilst creating and designing her live show.,5,0,,28958765,,,ML
less than four days,JJR IN CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,"Her first single released as Shannon Saunders ""Heart Of Blue"" received over 30,000 views on YouTube in less than four days which featured Shannon running barefoot through Oxford Street, London filmed by Damian Weilers.",0,3,== Career ==,28958765,,,ML
Fridays,NNP,WEEK_REGEX,TIME,time_reference,Chrysalis has been so well received on Spotify that all three singles have been added to 'New Music Fridays' as well as many other influential playlists.,1,9,== Career ==,28958765,,,ML
