time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Her first album, The Magic Place, was released in 2009.",1,0,,32530620,2009-01-01,2009-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"She self-released her debut EP, Sanguine, in 2006.",2,2,== Music career ==,32530620,2006-01-01,2006-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"In 2010, Barwick was commissioned to remix ""Reckoner"" by Radiohead.",5,2,== Music career ==,32530620,2010-01-01,2010-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, she formed the duo Ombre with Helado Negro and recorded the album Believe You Me.",9,2,== Music career ==,32530620,2012-01-01,2012-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,"In 2016, the song ""Nebula"", from her third album Will premiered on NPR.",13,2,== Music career ==,32530620,2016-01-01,2016-12-31,ML
"December 20 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On December 20, 2019, she released an EP, titled Circumstance Synthesis, and in July 2020 she released her fourth album Healing Is a Miracle.",15,2,== Music career ==,32530620,2019-12-20,2019-12-20,ML
July 2020,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"On December 20, 2019, she released an EP, titled Circumstance Synthesis, and in July 2020 she released her fourth album Healing Is a Miracle.",15,2,== Music career ==,32530620,2020-07-01,2020-07-31,ML
the next year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"During the next year, she released an album of improvisational music, FRKWYS Vol. 6, with Ikue Mori.",6,2,== Music career ==,32530620,,,ML
