time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Back in the 1980s he began a collaboration with Jørn Hjorting – first with the radio broadcast ""Prøv Lykken"" (Try your luck) and in the latest years of the TV channel DK4 where he once a week accompanied and entertained in the program chatting with Jørn Hjorting.",0,2,,22226265,1980-01-01,1989-12-31,ML
9 May 1946 – 22 April 2008,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Niels Bernhart  (9 May 1946 – 22 April 2008) was a Danish pianist, composer and lecturer.",0,0,,22226265,1946-05-09,2008-04-22,LLM
40 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Born in Holbæk, he was assigned to the entertainment industry for over 40 years and toured for many years around his home country solo or with his own orchestras.",0,1,,22226265,,,ML
the latest years,DT JJS NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"Back in the 1980s he began a collaboration with Jørn Hjorting – first with the radio broadcast ""Prøv Lykken"" (Try your luck) and in the latest years of the TV channel DK4 where he once a week accompanied and entertained in the program chatting with Jørn Hjorting.",0,2,,22226265,,,ML
