time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1929,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1929-01-01,1929-12-31,ML
January 1937,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,9,1937-01-01,1937-01-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,4,9,1940-01-01,1940-12-31,ML
1941 to 1949,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,10,1941-01-01,1949-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,10,1974-01-01,1974-12-31,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,11,1930-01-01,1939-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,4,11,1965-01-01,1965-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1976-01-01,1976-12-31,ML
1939 to 1951,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,14,1939-01-01,1951-12-31,ML
1739,CD,YEAR_REGEX_1,TIME,time_reference,1,14,1739-01-01,1739-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,1,20,1946-01-01,1946-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,38,1961-01-01,1961-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,39,1968-01-01,1968-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,1,40,2013-01-01,2013-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,2,42,1963-01-01,1963-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,3,42,1966-01-01,1966-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,44,2006-01-01,2006-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,0,46,1965-01-01,1965-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,3,46,1976-01-01,1976-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,47,2006-01-01,2006-12-31,ML
1604,CD,YEAR_REGEX_1,TIME,time_reference,2,48,1604-01-01,1604-12-31,ML
October 1976,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,48,1976-10-01,1976-10-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,49,2010-01-01,2010-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,1,50,1955-01-01,1955-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,51,1988-01-01,1988-12-31,ML
April 17,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,0,0,1903-04-17,1903-04-17,LLM
Now 18,RB CD,TIMELINE_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,0,7,1903-01-01,1903-12-31,LLM
now,RB,TIMELINE_REGEX,TIME,time_reference,0,3,,,ML
That fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,2,9,,,ML
of the day,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,4,16,,,ML
Now,RB,TIMELINE_REGEX,TIME,time_reference,1,17,,,ML
days,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,18,,,ML
one day,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,3,18,,,ML
