time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"September 12 , 1966","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Benjamin Scott Folds (born September 12, 1966) is an American singer-songwriter, musician, composer and record producer.",0,0,,209416,1966-09-12,1966-09-12,ML
1993 to 2000,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Folds was the frontman and pianist of the alternative rock band Ben Folds Five from 1993 to 2000, and again in the early 2010s during their reunion.",1,0,,209416,1993-01-01,2000-12-31,ML
2009 to 2013,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,Folds was a judge on the NBC a cappella singing contest The Sing-Off from 2009 to 2013.,0,1,,209416,2009-01-01,2013-12-31,ML
May 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Since May 2017, he has been serving as the first artistic advisor to the National Symphony Orchestra at the Kennedy Center in Washington, D.C.",1,1,,209416,2017-05-01,2017-05-31,ML
July 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In July 2019, Folds published his first book, a memoir, titled A Dream About Lightning Bugs: A Life of Music and Cheap Lessons.",2,1,,209416,2019-07-01,2019-07-31,ML
of 1985,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"""After leaving Miami, he returned to North Carolina and enrolled at the University of North Carolina at Greensboro for the fall semester of 1985.",4,4,== Early life and career ==,209416,1985-01-01,1985-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,Folds would acknowledge the impact of Darnell on his appreciation of music in his 2019 memoir A Dream About Lightning Bugs.,6,4,== Early life and career ==,209416,2019-01-01,2019-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"They played their first gig at Duke University's Battle of the Bands in 1988, and won.",9,4,== Early life and career ==,209416,1988-01-01,1988-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"They played at bars and fraternity parties, and self-produced an EP called Party Night: Five Songs About Jesus (1988), which they sold locally.",10,4,== Early life and career ==,209416,1988-01-01,1988-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,They recorded Shut Up and Listen to Majosha in 1989.,12,4,== Early life and career ==,209416,1989-01-01,1989-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"Folds eventually got a music publishing deal with Nashville music executive Scott Siman who saw Folds open for musician Marc Silvey, as well as playing bass for Silvey's band Mass Confusion, and moved to Nashville, Tennessee, to pursue it in 1990.",2,5,== Early life and career ==,209416,1990-01-01,1990-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,He enjoyed it in 1993 to the point where he did not want to keep pursuing a musical career.,1,7,== Early life and career ==,209416,1993-01-01,1993-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"The trio of Folds, bassist Robert Sledge, and drummer Darren Jessee formed Ben Folds Five in 1994 in Chapel Hill.",1,8,== Early life and career ==,209416,1994-01-01,1994-12-31,ML
1995–2000,CD,YEAR_REGEX_1,TIME,time_reference,Ben Folds Five (1995–2000),1,10,== Career == | === Ben Folds Five (1995–2000) ===,209416,1995-01-01,2000-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"In 1995, Ben Folds Five released their self-titled debut album.",0,11,== Career == | === Ben Folds Five (1995–2000) ===,209416,1995-01-01,1995-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"The debut was followed by Whatever and Ever Amen in 1997, and the odds-and-ends compilation Naked Baby Photos was released in early 1998.",1,11,== Career == | === Ben Folds Five (1995–2000) ===,209416,1997-01-01,1997-12-31,ML
early 1998,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"The debut was followed by Whatever and Ever Amen in 1997, and the odds-and-ends compilation Naked Baby Photos was released in early 1998.",1,11,== Career == | === Ben Folds Five (1995–2000) ===,209416,1998-01-01,1998-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"In 1999, the band released what was to be their final album for over a decade, The Unauthorized Biography of Reinhold Messner, which included the hit ""Army"".",3,11,== Career == | === Ben Folds Five (1995–2000) ===,209416,1999-01-01,1999-12-31,ML
the 1996,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In Australia, ""Underground"" likewise broke the band locally and while it did not make the ARIA chart, it came in at no. 3 on the 1996 Triple J Hottest 100 poll (broadcast on January 26, 1997).",4,13,== Career == | === Ben Folds Five (1995–2000) ===,209416,1996-01-01,1996-12-31,ML
"January 26 , 1997","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"In Australia, ""Underground"" likewise broke the band locally and while it did not make the ARIA chart, it came in at no. 3 on the 1996 Triple J Hottest 100 poll (broadcast on January 26, 1997).",4,13,== Career == | === Ben Folds Five (1995–2000) ===,209416,1997-01-26,1997-01-26,ML
The 1998,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"The 1998 single ""Brick"" became the group's only major chart placing in Australia, reaching no. 13; it also came in at no. 53 in the ARIA Australian Top 100 for that year and earned a Gold Record award while its parent album Whatever and Ever Amen peaked at no. 9 and charted for 32 weeks.",5,13,== Career == | === Ben Folds Five (1995–2000) ===,209416,1998-01-01,1998-12-31,ML
2001–2007,CD,YEAR_REGEX_1,TIME,time_reference,Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) =,1,14,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2001-01-01,2007-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"Folds' first solo album after the breakup of the band was Rockin' the Suburbs in 2001, released on the same day as the September 11 attacks.",0,15,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2001-01-01,2001-12-31,ML
late 2003,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In late 2003, two solo EPs, Speed Graphic and Sunny 16, were released.",1,16,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2003-01-01,2003-12-31,ML
"April 26 , 2005","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Songs for Silverman was released in the United States on April 26, 2005.",0,17,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2005-04-26,2005-04-26,ML
"October 24 , 2006","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On October 24, 2006, Folds released Supersunnyspeedgraphic, the LP, a compilation of songs that were originally released on the EPs Sunny 16, Speed Graphic, and Super D. He announced on his MySpace blog that he planned to work on his next studio album in October 2006, although recording did not actually start until 2007.",0,18,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2006-10-24,2006-10-24,ML
October 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"On October 24, 2006, Folds released Supersunnyspeedgraphic, the LP, a compilation of songs that were originally released on the EPs Sunny 16, Speed Graphic, and Super D. He announced on his MySpace blog that he planned to work on his next studio album in October 2006, although recording did not actually start until 2007.",0,18,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2006-10-01,2006-10-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"On October 24, 2006, Folds released Supersunnyspeedgraphic, the LP, a compilation of songs that were originally released on the EPs Sunny 16, Speed Graphic, and Super D. He announced on his MySpace blog that he planned to work on his next studio album in October 2006, although recording did not actually start until 2007.",0,18,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2007-01-01,2007-12-31,ML
"February 20 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"A DVD of the performance, ""Live at MySpace"", was released on February 20, 2007.",4,18,== Career == | === Rockin' the Suburbs to Supersunnyspeedgraphic (2001–2007) ===,209416,2007-02-20,2007-02-20,ML
2008–2013,CD,YEAR_REGEX_1,TIME,time_reference,Way to Normal to Ben Folds Five reunion (2008–2013),1,19,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-01-01,2013-12-31,ML
"April 11 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"During a concert at the National in Richmond, Virginia on April 11, 2008, Folds announced that he had completed his newest album, and played four tracks from it.",0,20,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-04-11,2008-04-11,ML
"December 19 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"In on December 19, 2007 and at the Ann Arbor Folk Festival on January 25, 2008.",3,20,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2007-12-19,2007-12-19,ML
"January 25 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"In on December 19, 2007 and at the Ann Arbor Folk Festival on January 25, 2008.",3,20,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-01-25,2008-01-25,ML
"March 8 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Folds played The 6th Annual Langerado on March 8, 2008 and was a part of the lineup for the 2008 Bonnaroo Music and Arts Festival.",5,20,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-03-08,2008-03-08,ML
the 2008,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Folds played The 6th Annual Langerado on March 8, 2008 and was a part of the lineup for the 2008 Bonnaroo Music and Arts Festival.",5,20,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-01-01,2008-12-31,ML
"July 16 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 16, 2008, an anonymous user posted what they claimed was a ""leak"" of Folds' latest album on a fan site (eventually called Way to Normal (Fake)).",0,21,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-07-16,2008-07-16,ML
"September 18 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Ben Folds Five reunited to perform its first concert appearance in nearly 10 years on September 18, 2008 at the University of North Carolina at Chapel Hill's Memorial Hall.",4,21,== Career == | === Way to Normal to Ben Folds Five reunion (2008–2013) ===,209416,2008-09-18,2008-09-18,ML
