time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"October 31 , 1964","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"James L. Smith (also referred to as James Prince or J. Prince) (born October 31, 1964) is an American music executive and promoter.",0,0,,4884072,1964-10-31,1964-10-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,He is best known as the person who had originally introduced Canadian rapper Drake to Lil Wayne and helped him get signed to Young Money Entertainment in 2009.,2,0,,4884072,2009-01-01,2009-12-31,ML
"January 30 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On January 30, 2007, Houston Mayor Bill White and the City Council honored Prince for over 20 years of commitment and dedication to the city.",0,2,== Career ==,4884072,2007-01-30,2007-01-30,ML
"June 7 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On June 7, 2010, J Prince was honored alongside Master P, Jermaine Dupri, Timbaland, and Slick Rick at the VH1 7th annual Hip Hop Honors Awards for both his creative contributions and his philanthropic ventures.",0,3,== Career ==,4884072,2010-06-07,2010-06-07,ML
"February 13 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 13, 2015, J released the diss track ""Courtesy Call"" in response to recent drama involving Young Money artist Drake.",0,4,== Career ==,4884072,2015-02-13,2015-02-13,ML
20 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"On January 30, 2007, Houston Mayor Bill White and the City Council honored Prince for over 20 years of commitment and dedication to the city.",0,2,== Career ==,4884072,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,The result of the proclamation named an official James Prince Day in Houston.,1,2,== Career ==,4884072,,,ML
One week,CD NN,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,"One week later, he led the charge on educating youth about HIV/AIDS prevention and testing with the launching of Strapped, in coordination with a string of initiatives and events set up to address the issue of AIDS in the black community.",5,2,== Career ==,4884072,,,ML
