time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In the 1930s, he toured and made cowboy movies with Gene Autry.",2,3,== Life and career ==,3390951,1930-01-01,1939-12-31,ML
1937,CD,YEAR_REGEX_1,TIME,time_reference,"King joined the Grand Ole Opry in 1937, with the help of his father-in-law J.L. Frank.",3,3,== Life and career ==,3390951,1937-01-01,1937-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,"In 1946, while he was the bandleader of the Golden West Cowboys, King, together with the band's vocalist, Redd Stewart, composed ""The Tennessee Waltz"", inspired by ""The Kentucky Waltz"" by bluegrass musician Bill Monroe.",4,3,== Life and career ==,3390951,1946-01-01,1946-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,"King and Stewart first recorded ""The Tennessee Waltz"" in 1948.",5,3,== Life and career ==,3390951,1948-01-01,1948-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,King became one of the charter members of the Nashville Songwriters Hall of Fame in 1970.,3,4,== Life and career ==,3390951,1970-01-01,1970-12-31,ML
April 1945,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"He ignored that ban only once, appearing at the Ryman in April 1945 following the death of Franklin Delano Roosevelt.",5,4,== Life and career ==,3390951,1945-04-01,1945-04-30,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,He was inducted into the Country Music Hall of Fame in 1974.,11,4,== Life and career ==,3390951,1974-01-01,1974-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,"Pee Wee King, RCA Victor, 1954",0,9,== Discography == | === Albums ===,3390951,1954-01-01,1954-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,"Waltzes, RCA Victor, 1955",0,10,== Discography == | === Albums ===,3390951,1955-01-01,1955-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,"Swing West, RCA Victor, 1956",0,11,== Discography == | === Albums ===,3390951,1956-01-01,1956-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"Country Barn Dance, RCA Camden, 1965",0,12,== Discography == | === Albums ===,3390951,1965-01-01,1965-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Ballroom King, Detour, 1982",0,13,== Discography == | === Albums ===,3390951,1982-01-01,1982-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"Zu Zazz, 1990",1,14,== Discography == | === Albums ===,3390951,1990-01-01,1990-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Pee Wee King and His Golden West Cowboys (6-CD box set), Bear Family, 1995",0,15,== Discography == | === Albums ===,3390951,1995-01-01,1995-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Pee Wee King's Country Hoedown (live radio performances), Bloodshot, 1999",0,16,== Discography == | === Albums ===,3390951,1999-01-01,1999-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"Hall, Wade. (1998).",0,20,== References ==,3390951,1998-01-01,1998-12-31,ML
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Bob Wills had defied the Opry ban on drums a year earlier during a 1944 guest appearance.,9,4,== Life and career ==,3390951,1943-01-01,1943-12-31,LLM
"February 18 , 1914 – March 7 , 2000","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,"Julius Frank Anthony Kuczynski (February 18, 1914 – March 7, 2000), known professionally as Pee Wee King, was an American country music songwriter and recording artist best known for co-writing ""Tennessee Waltz"".",0,0,,3390951,1914-02-18,2000-03-07,LLM
of the Night,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,"He joined producers Randall Franks and Alan Autry for the In the Heat of the Night cast CD Christmas Time's A Comin’ performing ""Jingle Bells"" with the cast released on Sonlite and MGM/UA for one of the most popular Christmas releases of 1991 and 1992 with Southern retailers.",0,5,== Life and career ==,3390951,,,ML
