time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1975,CD,YEAR_REGEX_1,TIME,time_reference,"Rachel Matkin (born in 1975 in Fraser Canyon, British Columbia, Canada) is a Canadian country music artist.",0,0,,19956455,1975-01-01,1975-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Matkin recorded one studio album for Cross Country Records, 1995's Living Beyond Our Dreams.",0,1,,19956455,1995-01-01,1995-12-31,ML
the 1996,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"At the 1996 BCCMA Awards, Living Beyond Our Dreams was named Album of the Year.",2,1,,19956455,1996-01-01,1996-12-31,ML
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,"At the 1996 BCCMA Awards, Living Beyond Our Dreams was named Album of the Year.",2,1,,19956455,,,ML
the 1997,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"At the 1997 Juno Awards, Matkin was nominated for Best Country Female Vocalist.",5,1,,19956455,1997-01-01,1997-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In 2006, after nine years out of the spotlight, Matkin joined the country music group Steelewater.",6,1,,19956455,2006-01-01,2006-12-31,ML
nine years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In 2006, after nine years out of the spotlight, Matkin joined the country music group Steelewater.",6,1,,19956455,,,ML
