time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1948,CD,YEAR_REGEX_1,TIME,time_reference,"Odette Gartenlaub studied music at the Paris Conservatory with Olivier Messiaen, Henri Busser, Noël Gallon and Darius Milhaud, and won the Premier Grand Prix de Rome in 1948.",0,2,== Biography ==,38207226,1948-01-01,1948-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,In 1959 she took a position as a professor at the Paris Conservatory.,2,2,== Biography ==,38207226,1959-01-01,1959-12-31,ML
"September 20 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On September 20, 2014, she died at Hôpital Cochin in Paris, at the age of 92.",3,2,== Biography ==,38207226,2014-09-20,2014-09-20,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,Étude concertante for viola solo (1984),0,5,== Works ==,38207226,1984-01-01,1984-12-31,ML
13 March 1922 – 20 September 2014,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Odette Gartenlaub (13 March 1922 – 20 September 2014) was a French pianist, music teacher and composer.",0,0,,38207226,1922-03-13,2014-09-20,LLM
