time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1919,CD,YEAR_REGEX_1,TIME,time_reference,"Bambauer was born in Munich in 1919, and stood 5'1"" tall during her life.",0,2,== Life ==,26283839,1919-01-01,1919-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"She founded her eponymous Munich-based talent agency, Erna Baunbauer Management, following the end of World War II, where she worked until her death in 2010.",2,2,== Life ==,26283839,2010-01-01,2010-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"In one instance, film director Florian Henckel von Donnersmarck sent Baumbauer a script for his 2006 film, The Lives of Others, for her to cast directly.",4,2,== Life ==,26283839,2006-01-01,2006-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,The German Film Academy awarded Baumbauer the lifetime achievement award in 2006.,7,2,== Life ==,26283839,2006-01-01,2006-12-31,ML
31 January 2010,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Erna Baumbauer died on 31 January 2010, aged 91.",0,4,== Death ==,26283839,2010-01-31,2010-01-31,ML
8 January 1919 – 30 January 2010,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Erna Baumbauer (8 January 1919 – 30 January 2010) was a German casting agent.,0,0,,26283839,1919-01-08,2010-01-30,LLM
decades,NNS,TIME_UNIT_REGEX,TIME,time_reference,"She has been called the ""grand dame of German casting agents"" by The Hollywood Reporter for her long career in the German film industry, which spanned decades.",1,0,,26283839,,,ML
