time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1841,CD,YEAR_REGEX_1,TIME,time_reference,0,0,1841-01-01,1841-12-31,ML
1797 to 1799,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,2,1797-01-01,1799-12-31,ML
28 January 1802,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,3,2,1802-01-28,1802-01-28,ML
1808,CD,YEAR_REGEX_1,TIME,time_reference,3,2,1808-01-01,1808-12-31,ML
1841,CD,YEAR_REGEX_1,TIME,time_reference,4,2,1841-01-01,1841-12-31,ML
9 May 1803,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4,1803-05-09,1803-05-09,ML
30 June 1803,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4,1803-06-30,1803-06-30,ML
24 December 1803,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,4,1803-12-24,1803-12-24,ML
5 January 1804,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,4,1804-01-05,1804-01-05,ML
3 May 1805,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,4,1805-05-03,1805-05-03,ML
1802,CD,YEAR_REGEX_1,TIME,time_reference,4,4,1802-01-01,1802-12-31,ML
16 March 1806,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,4,1806-03-16,1806-03-16,ML
30 April 1806,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,5,4,1806-04-30,1806-04-30,ML
1806 to 1807,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,6,4,1806-01-01,1807-12-31,ML
of 1807,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,4,1807-01-01,1807-12-31,ML
3 June 1808,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,5,1808-06-03,1808-06-03,ML
6 May 1809,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,5,1809-05-06,1809-05-06,ML
1810,CD,YEAR_REGEX_1,TIME,time_reference,7,5,1810-01-01,1810-12-31,ML
16 February 1811,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,6,1811-02-16,1811-02-16,ML
10 December 1811,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,6,1811-12-10,1811-12-10,ML
4 June 1814,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,6,1814-06-04,1814-06-04,ML
4 June 1815,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,4,6,1815-06-04,1815-06-04,ML
27 May 1825,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,5,6,1825-05-27,1825-05-27,ML
25 February 1838,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,6,6,1838-02-25,1838-02-25,ML
28 June 1838,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,6,6,1838-06-28,1838-06-28,ML
1854,CD,YEAR_REGEX_1,TIME,time_reference,6,6,1854-01-01,1854-12-31,ML
1842,CD,YEAR_REGEX_1,TIME,time_reference,6,6,1842-01-01,1842-12-31,ML
1806 and 1816,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,8,1806-01-01,1816-12-31,ML
1814 and 1830,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,8,1814-01-01,1830-12-31,ML
