time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
16 January 1947,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1947-01-16,1947-01-16,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1997-01-01,1997-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,1,3,2004-01-01,2004-12-31,ML
May 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,3,2007-05-01,2007-05-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,4,2009-01-01,2009-12-31,ML
October 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,5,2010-10-01,2010-10-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1977-01-01,1977-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1973-01-01,1973-12-31,ML
the Sun,DT NNP,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,2,0,,,ML
Ten years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,1,,,ML
five years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,2,,,ML
now,RB,TIMELINE_REGEX,TIME,time_reference,0,3,,,ML
"May Day , May Day","NNP NNP , NNP NNP",MONTH_REGEX TIME_UNIT_REGEX COMMA_REGEX MONTH_REGEX TIME_UNIT_REGEX,TIME TIME MODIFIER TIME TIME,time_reference,1,3,,,ML
now,RB,TIMELINE_REGEX,TIME,time_reference,2,3,,,ML
a pastiche,DT NN,INARTICLE_REGEX TIMELINE_REGEX,MODIFIER TIME,time_reference,0,4,,,ML
of the early 1970s,IN DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,0,5,,,ML
AM,NNP,HALFDAY_REGEX_1,TIME,time_reference,0,11,,,ML
