time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"November 18 , 1991","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jung Jin-young (Korean: 정진영; born November 18, 1991), professionally known as  Jinyoung, is a South Korean singer, songwriter, record producer, and actor.",0,0,,40105357,1991-11-18,1991-11-18,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,He has also gained recognition with the television series Love in the Moonlight (2016) and Police University (2021).,3,0,,40105357,2016-01-01,2016-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,He has also gained recognition with the television series Love in the Moonlight (2016) and Police University (2021).,3,0,,40105357,2021-01-01,2021-12-31,ML
2011–2018,CD,YEAR_REGEX_1,TIME,time_reference,2011–2018:,1,2,== Career == | === 2011–2018: B1A4 ===,40105357,2011-01-01,2018-12-31,ML
"April 11 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Jinyoung was the first member of B1A4 revealed to the public on April 11, 2011.",2,3,== Career == | === 2011–2018: B1A4 ===,40105357,2011-04-11,2011-04-11,ML
"April 23 , 2011","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The group made their debut stage on April 23, 2011 on MBC's Show!",3,3,== Career == | === 2011–2018: B1A4 ===,40105357,2011-04-23,2011-04-23,ML
"June 30 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On June 30, 2018, WM Entertainment confirmed that Jinyoung and Baro had left the agency following the end of their contracts.",0,4,== Career == | === 2011–2018: B1A4 ===,40105357,2018-06-30,2018-06-30,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Jinyoung first gained attention for his composing skills with B1A4's comeback title track, ""Baby I'm Sorry"" (2012), where he was praised by musical professionals.",0,6,== Career == | === Solo career ===,40105357,2012-01-01,2012-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, he made his acting debut in tvN's drama She is Wow.",1,6,== Career == | === Solo career ===,40105357,2013-01-01,2013-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"In 2015, he starred in Mnet's musical drama Persevere, Goo Hae-ra, where he drew praise for his acting.",4,6,== Career == | === Solo career ===,40105357,2015-01-01,2015-12-31,ML
