time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
6 Aug 1925 – 1 November 2005,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_ABBR_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,"Yogini Joglekar (6 Aug 1925 – 1 November 2005) was a Marathi writer, poet and also a classical singer.",0,0,,46185394,,,ML
1925,CD,YEAR_REGEX_1,TIME,time_reference,Yogini was born in Pune in 1925 and completed her school education in B.A.,0,2,== Career ==,46185394,1925-01-01,1925-12-31,ML
1948 and 1953,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,She was working as teacher between 1948 and 1953.,1,2,== Career ==,46185394,1948-01-01,1953-12-31,ML
1 November 2005,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,She died on 1 November 2005 at the age of 80 due to prolonged disease.,1,33,== Personal life ==,46185394,2005-11-01,2005-11-01,ML
