time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1920,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1920-01-01,1920-12-31,ML
1918–1984,CD,YEAR_REGEX_1,TIME,time_reference,3,5,1918-01-01,1984-12-31,ML
1921–1995,CD,YEAR_REGEX_1,TIME,time_reference,3,5,1921-01-01,1995-12-31,ML
1924–2003,CD,YEAR_REGEX_1,TIME,time_reference,3,5,1924-01-01,2003-12-31,ML
1932 to 1937,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,7,1932-01-01,1937-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1936-01-01,1936-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1943-01-01,1943-12-31,ML
1943–44,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1943-01-01,2044-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,4,7,1936-01-01,1936-12-31,ML
1937,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1937-01-01,1937-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1939-01-01,1939-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,2,8,1939-01-01,1939-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1940-01-01,1940-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1941-01-01,1941-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,2,9,1940-01-01,1940-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,3,9,1949-01-01,1949-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,4,9,1942-01-01,1942-12-31,ML
24 August 1942,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,11,1942-08-24,1942-08-24,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,1,11,1943-01-01,1943-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,2,11,1943-01-01,1943-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1944-01-01,1944-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1947-01-01,1947-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1946-01-01,1946-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,2,13,1947-01-01,1947-12-31,ML
1947 to 1949,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,13,1947-01-01,1949-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,1,17,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,1,17,1949-01-01,1949-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,2,17,1950-01-01,1950-12-31,ML
