time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"December 13 , 1991","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Stephen Michael Swartz (born December 13, 1991), known professionally as Stephen, is an American electronic music artist, singer-songwriter, and producer.",0,0,,50622078,1991-12-13,1991-12-13,ML
"May 10 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Stephen's debut album, Sincerely, was released on May 10, 2016.",0,1,,50622078,2016-05-10,2016-05-10,ML
"August 21 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"His sophomore album, Akrasia, was released on August 21, 2020.",1,1,,50622078,2020-08-21,2020-08-21,ML
the Morning,DT NNP,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,"He collaborated with Pell and Caleborate in the song ""In the Morning"".",2,0,,50622078,,,ML
