time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1955,CD,YEAR_REGEX_1,TIME,time_reference,"Tchad Blake (born 1955) is an American record producer, audio engineer, mixer and musician.",0,0,,2719458,1955-01-01,1955-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,"He has won a number of Grammy Awards, beginning with Best Engineered Album, Non-Classical  and  Best Rock Album for Sheryl Crow's The Globe Sessions (1998).",3,1,,2719458,1998-01-01,1998-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"He won another Grammy for Best Engineered Album, Non-Classical for his work on Suzanne Vega's Beauty & Crime (2007).",4,1,,2719458,2007-01-01,2007-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,Blake won two Grammys for his work with The Black Keys on 2010's Brothers.,5,1,,2719458,2010-01-01,2010-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,In 2009 Blake took part in a guest lecture in the Department of Music and Audio at the University of Kent.,0,2,,2719458,2009-01-01,2009-12-31,ML
November 2nd,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"A native of Baytown, Texas, he has worked with numerous artists and musicians, including Arctic Monkeys, State Radio, Pell Mell, Apartment 26, Elvis Costello, Peter Gabriel, Pearl Jam, Tom Waits, Richard Thompson, Brazilian Girls, Gerard Way, Sheryl Crow, November 2nd, T-Bone Burnett, Travis, Marike Jager, Crowded House, Finn Brothers, Liam Finn, The Pretenders, Bernard Fanning, Los Lobos, The Bad Plus, Sam Phillips, Suzanne Vega, Ani DiFranco, The Bangles, Stina Nordenstam, Phish, Bonnie Raitt, Lisa Germano, Fishbone, Al Green, Tracy Chapman, Phantom Planet, Gomez, The Dandy Warhols, American Music Club, Jed Davis, Blitzen Trapper, Cibo Matto, Haley Bonar, David Rhodes, Fiona Apple, Tom Gallo, The Black Keys, U2, Nico Vega, Halloween, Alaska, Kula Shaker and Soul Coughing, and Delta Spirit, The Last Shadow Puppets among others.",0,1,,2719458,,,ML
