time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
26 August 1973,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Karl Brenton Jamie Kippenberger (born 26 August 1973 in Wellington, New Zealand), grandson of Captain E. T Kippenberger, great nephew of Major-General Sir Howard Kippenberger, is the bass guitarist of the New Zealand band Shihad.",0,0,,655813,1973-08-26,1973-08-26,ML
year 12,NN CD,TIME_UNIT_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,After his 6th Form (year 12) year he left to attend Aotea College for his final high school year.,0,1,,655813,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,After his 6th Form (year 12) year he left to attend Aotea College for his final high school year.,0,1,,655813,,,ML
previously,RB,TIMELINE_REGEX,TIME,time_reference,The Aotearoa Music Awards (previously known as New Zealand Music Awards (NZMA)) are an annual awards night celebrating excellence in New Zealand music and have been presented annually since 1965.,0,4,== Awards and nomination == | === Aotearoa Music Awards ===,655813,,,ML
night,NN,DAY_TIME_REGEX,TIME,time_reference,The Aotearoa Music Awards (previously known as New Zealand Music Awards (NZMA)) are an annual awards night celebrating excellence in New Zealand music and have been presented annually since 1965.,0,4,== Awards and nomination == | === Aotearoa Music Awards ===,655813,,,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,The Aotearoa Music Awards (previously known as New Zealand Music Awards (NZMA)) are an annual awards night celebrating excellence in New Zealand music and have been presented annually since 1965.,0,4,== Awards and nomination == | === Aotearoa Music Awards ===,655813,1965-01-01,1965-12-31,ML
