time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1956-01-01,1956-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1961-01-01,1961-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1963-01-01,1963-12-31,ML
"May 2 , 1954","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,6,1954-05-02,1954-05-02,ML
of 1957,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,6,1957-01-01,1957-12-31,ML
1952 to 1956,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,6,1952-01-01,1956-12-31,ML
1956–57,CD,YEAR_REGEX_1,TIME,time_reference,5,6,1956-01-01,2057-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1962-01-01,1962-12-31,ML
the 1970,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,8,1970-01-01,1970-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1964-01-01,1964-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1969-01-01,1969-12-31,ML
1968–71,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1968-01-01,2071-12-31,ML
1969–71,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1969-01-01,2071-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1970-01-01,1970-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,4,8,1971-01-01,1971-12-31,ML
The 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,10,1970-01-01,1979-12-31,ML
1971 to 1979,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,10,1971-01-01,1979-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,3,10,1976-01-01,1976-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,5,10,1978-01-01,1978-12-31,ML
The 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,13,1980-01-01,1989-12-31,ML
of 1980,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,13,1980-01-01,1980-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1989-01-01,1989-12-31,ML
1984 to 1989,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,13,1984-01-01,1989-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,14,1980-01-01,1989-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,3,14,1985-01-01,1985-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,0,17,2000-01-01,2000-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,19,2004-01-01,2004-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,1,19,2000-01-01,2000-12-31,ML
2008 and 2012,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,2,19,2008-01-01,2012-12-31,ML
"January 28 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,19,2014-01-28,2014-01-28,ML
"September 7 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,21,2019-09-07,2019-09-07,ML
"March 11 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,21,2020-03-11,2020-03-11,ML
"May 30 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,21,2020-05-30,2020-05-30,ML
1597,CD,YEAR_REGEX_1,TIME,time_reference,1,26,1597-01-01,1597-12-31,ML
Around 1992,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,29,1992-01-01,1992-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,8,29,2019-01-01,2019-12-31,ML
Summer 2018,NNP CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,9,29,2018-01-01,2018-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,1,31,1963-01-01,1963-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,4,31,1971-01-01,1971-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,0,35,2018-01-01,2018-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,38,1962-01-01,1962-12-31,ML
"March 11 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,40,2020-03-11,2020-03-11,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,47,2008-01-01,2008-12-31,ML
"June 9 , 2008","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,48,2008-06-09,2008-06-09,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,2,49,1994-01-01,1994-12-31,ML
"February 26 , 1987","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,50,1987-02-26,1987-02-26,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,3,51,2001-01-01,2001-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,2,52,2006-01-01,2006-12-31,ML
January 2005,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,53,2005-01-01,2005-01-31,ML
"June 5 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,54,2007-06-05,2007-06-05,ML
"July 1 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,54,2007-07-01,2007-07-01,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,0,55,1995-01-01,1995-12-31,ML
"January 28 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,57,2007-01-28,2007-01-28,ML
"January 26 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,58,2009-01-26,2009-01-26,ML
"April 7 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,59,2007-04-07,2007-04-07,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,61,1979-01-01,1979-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,62,1980-01-01,1980-12-31,ML
Spring 1997,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,64,1997-01-01,1997-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,67,2001-01-01,2001-12-31,ML
February 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,68,2008-02-01,2008-02-29,ML
a 2005,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,5,33,2005-01-01,2005-12-31,LLM
the start of the 21st century,DT NN IN DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER NUMERAL TIME,time_reference,0,18,2000-01-01,2000-12-31,LLM
1989/90,CD,YEAR_REGEX_1,TIME,time_reference,0,65,1989-01-01,1990-12-31,LLM
a 1988,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,0,33,1988-01-01,1988-12-31,LLM
of the 1980s,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,13,1980-01-01,1989-12-31,LLM
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,6,10,1977-01-01,1979-12-31,LLM
