,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Roy McCurdy (born November 28, 1936) is a jazz drummer.",3.8130693e-05,6.616276e-08,1.03015125e-08,0.9999608,1.0030906e-06,9.511195e-10
1,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
2,Career ==,1.0,4.7553845e-13,2.1761395e-17,4.5407397e-19,9.245235e-14,7.686067e-12
3,"Before joining Cannonball Adderley's Quintet in 1965 and staying with the band until Adderley's death in 1975, he had played with Chuck and Gap Mangione in the Jazz Brothers (1960–1961), as well as with Bobby Timmons, Betty Carter and Sonny Rollins (1963–1964), appearing on the classic 1963 album Sonny Meets Hawk!He attended the Eastman School of Music from sixteen to eighteen, during which time he also played professionally with Roy Eldridge and with Eddie Vinson at seventeen.",0.30752873,0.0060068527,0.00014361809,0.6862646,5.621838e-05,9.471942e-12
4,In 1960 he joined the Art Farmer – Benny Golson Jazztet and remained for two years.,0.99786204,2.6158145e-07,1.3131033e-05,0.0021158508,3.9881525e-06,4.7361023e-06
5,"Among the influences he cites Louie Bellson, Shelly Manne, Sam Woodyard, Buddy Rich, Papa Jo Jones, Philly Joe Jones and the bands of Duke Ellington, Jimmie Lunceford and Lionel Hampton.",1.7452672e-06,0.006436834,0.7667823,0.22272222,0.0040568407,1.31745e-07
6,"He has also played and/or recorded with Count Basie, Wes Montgomery, Ella Fitzgerald, Sarah Vaughan, Carmen McRae, Joe Williams, Herbie Hancock, Oscar Peterson, Bud Powell, Art Pepper, and the jazz rock group Blood, Sweat and Tears, etc.",0.0010803058,2.7705122e-05,2.6383925e-05,0.99886525,3.255169e-07,1.4962856e-08
7,"He appears on the classic 1983 recording Jackson, Johnson, Brown & Company featuring Milt Jackson on vibes, J. J. Johnson on trombone, Ray Brown on bass, Tom Ranier on piano, and John Collins on guitar.",1.6684109e-11,2.2355425e-11,8.223885e-11,0.99978477,0.0002152123,5.487557e-10
8,"As of 2010, McCurdy is an Adjunct Professor in the Jazz Studies Department of the Thornton School of Music at the University of Southern California in Los Angeles, California.",0.007011765,0.00016867246,0.97319716,2.2260413e-06,0.018551918,0.0010682645
9,==,0.124878764,0.21344112,0.0013716007,0.0017026727,0.65860575,7.902396e-08
10,Discography ==,0.9999943,1.2030752e-08,8.358399e-10,5.3618996e-06,2.8147706e-09,3.2553942e-07
11,===,0.0018068915,2.1080356e-05,2.749861e-05,0.00044118572,0.9977034,1.2509472e-11
12,As sideman =,0.0152636245,2.2302538e-05,9.958715e-06,0.983386,6.2007587e-07,0.0013175575
13,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
14,"With Gap and Chuck Mangione, The Jazz Brothers",3.6360823e-06,1.8491022e-06,2.4500393e-09,0.9999944,7.770309e-08,2.8207514e-10
15,"• The Jazz Brothers (Riverside, 1960)",0.57346666,0.074741095,6.491502e-05,0.0023880685,0.34932396,1.5220384e-05
16,"• Hey Baby (Riverside, 1961)",1.487511e-06,0.04464071,2.2433023e-08,0.92409426,0.031254634,8.798755e-06
17,With Cannonball Adderley,9.1741856e-07,6.652803e-06,6.5832846e-11,0.99992645,6.4463195e-05,1.4063548e-06
18,"Money in the Pocket (Capitol, 1966 [2005])",9.177766e-05,0.76608634,0.0067642448,0.0036675043,0.0004366158,0.22295348
19,"Great Love Themes (Capitol, 1966)",1.6515048e-06,0.0001333035,3.5658757e-10,0.99980074,6.418526e-05,1.6586306e-07
20,"Mercy, Mercy, Mercy! Live at 'The Club' (Capitol, 1966)",8.713427e-08,1.539009e-08,1.0351935e-10,0.9999999,4.3488527e-10,7.5931516e-18
21,"Cannonball in Japan (Capitol, 1966)",0.0004444457,6.462458e-06,3.2514528e-08,0.99421483,0.0053341836,1.6199017e-10
22,"Swingin' In Seattle, Live At The Penthouse (Reel to Real, 1966-67 [2019])",0.004906706,1.3702944e-06,4.0020942e-07,0.9950907,7.3234054e-07,8.7569255e-08
23,"Radio Nights (Night, 1967-68 [1991])",2.178725e-06,5.264863e-05,1.3587376e-07,0.00043975163,0.0018931332,0.9976121
24,"74 Miles Away (Capitol, 1967)",1.13775876e-07,1.0076817e-08,5.647318e-07,0.00024309519,0.99975616,2.885724e-09
25,Why Am I Treated So Bad!,5.1101784e-07,0.00716813,0.5160495,3.0201454e-05,0.4710877,0.0056639286
26,"(Capitol, 1967)",0.00035490777,4.8105444e-06,3.2497816e-08,0.99962914,1.1114479e-05,1.6613677e-09
27,"In Person (Capitol, 1968)",2.4531432e-10,0.999985,2.436234e-06,1.7754657e-07,1.2986216e-07,1.234731e-05
28,"Country Preacher (Capitol, 1969)",0.4254136,0.0004351898,2.2331953e-05,0.062426917,0.5112006,0.000501272
29,"The Cannonball Adderley Quintet & Orchestra (Capitol, 1970)",0.10347204,2.0863656e-07,1.1130826e-11,0.8961919,0.0003358587,3.8597706e-12
30,"Love, Sex, and the Zodiac (Fantasy, 1970 [1974])",0.4767411,1.6835311e-07,1.1710682e-09,0.31194723,0.21123265,7.888201e-05
31,"The Price You Got to Pay to Be Free (Capitol, 1970)",0.5657274,0.012846375,1.3975131e-05,0.39118528,0.029751668,0.00047531945
32,"The Happy People (Capitol, 1970 [1972])",0.20346086,0.00010667162,1.0202096e-12,0.7958098,0.0006196008,3.0044314e-06
33,"The Black Messiah (Capitol, 1970)",1.075207e-06,9.7893106e-05,9.00036e-09,0.32518807,0.67471087,2.1018532e-06
34,"Music You All (Capitol, 1970 [1976])",2.0392752e-06,2.7053475e-09,6.963138e-10,0.99999774,2.7336142e-07,4.8417576e-11
35,"Inside Straight (Fantasy, 1973)",0.00031895406,6.473058e-07,2.4100836e-12,0.997872,0.0017087025,9.96993e-05
36,"Pyramid (Fantasy, 1974)",1.8875686e-05,1.3888503e-07,1.5735671e-10,0.00041568474,0.9995653,1.1326334e-09
37,"Phenix (Fantasy, 1975)With Nat Adderley",0.00011832604,3.7504416e-11,2.0811957e-09,0.99980444,7.7264565e-05,1.080827e-09
38,"Sayin' Somethin' (Atlantic, 1966)",0.027992683,0.76824546,3.9435326e-06,0.20361882,0.00013213842,6.9635803e-06
39,"Live at Memory Lane (Atlantic, 1966)",0.00042097623,0.024266338,1.0154295e-10,0.97530353,3.1627476e-06,6.08821e-06
40,"The Scavenger (Milestone, 1968)",1.5913243e-10,0.9999815,1.6708422e-10,1.7036166e-06,1.3729363e-05,3.1227685e-06
41,"Soul Zodiac (Capitol, 1972)",0.3963105,7.2050585e-07,1.6350792e-05,0.020490395,0.583102,8.009466e-05
