,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Roswell Christopher ""Roddy"" Bottum (born July 1, 1963) is an American musician, singer, and songwriter, best known as the keyboardist for the San Francisco alternative metal band Faith",0.003205693,2.1525934e-06,0.00018700275,0.9387419,0.05786331,2.922506e-08
1,No More.,0.48931855,9.1442653e-10,0.47138783,9.7092714e-05,3.439358e-06,0.039193083
2,"He is also guitarist and co-lead vocalist for the pop group Imperial Teen, best known for their 1999 single ""Yoo Hoo"" used in the movie Jawbreaker.",0.30446783,1.3093183e-06,0.6642211,0.022302346,0.009000638,6.719504e-06
3,"In addition to popular musical career, Bottum also scored three Hollywood movies and composed an opera entitled Sasquatch: The Opera, which premiered in New York on April 2, 2015.",0.97448575,1.7167056e-06,7.963204e-09,0.025512505,3.5776655e-08,8.1776436e-10
4,==,0.124877796,0.21344304,0.0013716407,0.0017026868,0.6586048,7.9023934e-08
5,Early life ==,0.0019447282,0.14564982,0.022118477,4.726933e-06,0.8208643,0.009417961
6,"Roswell Christopher Bottum III was born July 1, 1963 in Los Angeles, California to Mary (née Hustead) and Roswell Bottum II, both natives of South Dakota.",1.0921202e-11,1.3607693e-10,8.605376e-11,6.015284e-07,0.9999994,1.1476281e-10
7,"Bottum has three sisters, Catherine, Elizabeth, and Stephanie.",8.714316e-08,2.3913895e-08,1.8054367e-07,6.39491e-07,0.99999905,3.7471587e-08
8,"His father was a federal prosecutor for the United States District Court for the Southern District of California, who later went on to found the law firm Bottum and Feliton in 1981.",0.9499844,0.000111445,0.0007272478,3.031104e-05,0.049114455,3.219263e-05
9,Bottum was raised  Roman Catholic.,6.4498207e-10,4.0944725e-10,3.7109504e-07,1.3147312e-05,0.9999865,5.9295524e-12
10,"As a child, he studied classical piano.",2.3163803e-08,4.428497e-11,5.1934883e-08,1.3047903e-05,0.9999869,2.3210272e-13
11,"Bottum attended Loyola High School, a Jesuit Catholic school in Los Angeles, from which he graduated in 1981.",0.00017440434,0.002565521,0.6587506,5.1982155e-05,0.2538769,0.08458059
12,He moved to San Francisco shortly after graduating to attend San Francisco State University in 1981 as a film major.,0.0027345123,0.0053273193,0.985565,1.4343091e-05,0.002682612,0.0036762133
