,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Yūjirō Ishihara (石原 裕次郎, Ishihara Yūjirō, December 28, 1934 – July 17, 1987) was a Japanese actor and singer born in Kobe.",2.839791e-10,1.5339355e-09,1.2200918e-09,1.080151e-11,1.0,3.406831e-11
1,"His elder brother is Shintaro Ishihara, an author, politician, and the Governor of Tokyo between 1999 and 2012.",0.0027976104,1.590822e-08,0.5038908,6.299262e-06,0.49330422,1.0161831e-06
2,"Yujiro's film debut was the 1956 film Season of the Sun, based on a novel written by his brother.",0.00015241004,1.837533e-07,5.4804903e-05,3.5119804e-08,0.99979264,2.4467098e-10
3,He was beloved by many fans as a representative youth star in the films of postwar Japan and subsequently as a macho movie hero.,0.017915836,0.0003858357,4.9669516e-06,0.5011758,0.48051026,7.3008628e-06
4,He was extravagantly mourned following his early death from liver cancer.,7.152725e-05,0.00047106532,0.024012137,0.18429345,0.47204548,0.31910637
5,==,0.12487799,0.21344264,0.0013716135,0.0017026799,0.65860504,7.90238e-08
6,Life and career ==,0.999816,0.00018401917,1.1755097e-12,5.826383e-16,1.1224866e-11,2.6783466e-08
7,"Yūjirō grew up in Kobe, in Otaru, Hokkaidō, and in Zushi, Kanagawa.",1.7896267e-06,3.4176574e-05,0.0010507284,1.3167214e-07,0.99890184,1.1284694e-05
8,"His father, an employee of Mitsui O.S.K. Lines, was from Ehime Prefecture, and his mother was from Miyajima, Hiroshima.",6.2770185e-11,1.3076568e-10,3.082426e-08,3.0031624e-09,1.0,2.6159045e-13
9,Yūjirō attended Otaru Fuji Kindergarten and then Otaru City Inaho Elementary School.,2.2137604e-10,1.7485254e-06,0.010663925,6.0687225e-06,0.98932755,7.2243705e-07
10,During his elementary school years he participated in competitive swimming and skied on Mt. Tengu.,0.0006606336,2.3776036e-05,0.43421468,0.0028728733,0.5619232,0.00030485628
11,"He then attended Zushi City Zushi junior High School, where he began playing basketball.",1.1273616e-07,0.4905663,0.0045530885,0.50475633,0.00010850002,1.5622265e-05
12,"He aimed to enter Keio Senior High School, but did not pass the entrance examination.",1.8750203e-06,0.00031441884,0.99962676,4.869501e-05,2.4090943e-06,5.7941775e-06
13,"He enrolled at Keio Shiki Boys' Senior High School, but in 1951 was admitted to Keio Senior High School.",1.5373123e-05,0.9315317,0.054049775,0.00061535643,0.013500968,0.00028682058
14,"Afterward he entered the political science department of the school of law at Keio University, associated with the high school, but reportedly spent all his time playing around.",1.0501414e-07,0.12788403,0.0005345129,0.8715812,7.1031735e-08,9.905137e-08
15,"Wanting to become an actor, he auditioned at Toho, Daiei Film and Nikkatsu, but did not pass any of his auditions.",0.9814323,4.3177602e-05,0.018355059,0.00016948102,1.0340159e-08,4.9169135e-08
16,"However, in 1956, with help from producer Takiko Mizunoe and his brother Shintaro, he received a bit-part in the film adaptation of Shintaro's Akutagawa Prize-winning Season of the Sun, making his film debut.",0.9803892,1.8036337e-05,0.003081081,0.016419102,9.25719e-05,3.117198e-11
17,"Afterwards he withdrew from Keio University to work for Nikkatsu, playing the lead in the film adaptation of Shintaro's novel Crazed Fruit.",0.00033793735,2.7202548e-06,0.9946585,0.004745927,0.0002548524,7.769263e-14
