,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Ayoola Ogundeyi Jr. (born 9 August 1989), better known as Ayo Jay, is an English-born Nigerian singer and songwriter.",1.2111422e-08,6.425906e-08,0.00015958473,1.769308e-08,0.9998375,2.7945905e-06
1,"He currently has a record deal with One Nation and RCA, and is also known as Boy Wonder.",0.07757335,3.8469672e-05,8.6675216e-05,0.9222589,4.2521297e-05,4.3000842e-08
2,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
3,Early life ==,0.0019447302,0.14564976,0.022118486,4.7269286e-06,0.8208643,0.009417957
4,Ayo Jay discovered his abilities for singing and songwriting at a young age.,4.4916724e-06,9.8543125e-05,0.9997123,0.00016569432,1.8996978e-05,5.830506e-11
5,"After graduating from International School, Lagos (ISL) in Nigeria in 2006, Ayo Jay relocated to the United States to pursue a college degree in finance and investment from Baruch College.",8.681917e-08,0.0001316932,0.9997341,3.0132725e-07,0.00013100325,2.7807753e-06
6,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
7,Career ==,1.0,4.755348e-13,2.1761231e-17,4.5407227e-19,9.245165e-14,7.685994e-12
8,"In 2013, Ayo Jay signed a recording deal with One Nation Records and released ""Your Number"" on 21 June 2013.",0.3342426,3.6916217e-07,0.00049970555,0.5402261,0.12496521,6.603957e-05
9,"The music video for ""Your Number"" was shot in Atlanta.",0.5734051,0.0046435315,3.7391757e-05,0.34309545,0.077498406,0.0013201283
10,Its remix features rap vocals from Fetty Wap and was released on 16 July 2015.,0.20981033,0.00014181799,0.0017550958,0.7181088,0.00011459859,0.07006932
11,"""Your Number"" was re-released by RCA Records on 11 November 2015, after his record deal with the label.",0.99726355,9.18203e-10,1.9814972e-06,0.0027258531,8.423319e-06,6.636193e-08
12,"On February 28, 2017, ""Your Number"" was certified gold by the RIAA.",0.008918151,6.6467464e-08,2.5842537e-08,0.8836548,4.9519343e-07,0.10742638
13,"On August 23, 2016, RCA Records released another remix, featuring Chris Brown and Kid Ink.",7.558922e-08,2.1239923e-06,1.1304137e-05,0.9991086,0.00086657493,1.1286826e-05
14,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
15,Discography ==,0.9999943,1.2030798e-08,8.3584145e-10,5.3618996e-06,2.8147706e-09,3.2553942e-07
16,===,0.0018069104,2.1080758e-05,2.7498896e-05,0.00044119143,0.9977034,1.2509519e-11
17,Singles =,0.00032514802,0.15757526,0.00061795657,0.23594217,0.60341454,0.0021248732
18,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
19,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
20,Awards and nominations ==,4.2284873e-06,9.654204e-10,3.5180038e-12,1.5419893e-10,8.16167e-15,0.9999958
